Line,Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score
0.5719,0.103,0.0,0.897,"ational adaptation plans , engagement with the green climate fund , regional approaches to adaptation , and the implementation of the least developed countries work programme , 1. decides to extend the mandate of the least devel oped countries expert group under its current terms of reference ; 2 2"
0.1779,0.037,0.0,0.963,o extend the mandate of the least devel oped countries expert group under its current terms of reference ; 2 2. also decides that the least developed countries expert group should be mandated to provide technical guidance and advice on : ( a ) the integration of climate change adaptation into natio
0.7783,0.154,0.0,0.846,"t and the decisions adopted by the conference of the parties at its twenty -first session , as determined by parties ; 3. invites the least developed countries expert group to consider the need to update the least developed countries work programme and to make recommendations for consideration by t"
0.6249,0.108,0.0,0.892,"-first session , as determined by parties ; 3. invites the least developed countries expert group to consider the need to update the least developed countries work programme and to make recommendations for consideration by the subsidiary body for implementation at its forty -eighth session ( april"
0.4019,0.059,0.0,0.941,"s being forwarded to the conference of the parties at its twenty -fourth session ( november 2018 ) , as appropriate ; 4. requests the least developed countries expert group , in accordance with paragraphs 1 and 2 above , when developing its two -year rolling work programme to take into account the"
0.1531,0.035,0.0,0.965,"to account the compilation of elements contained in annex i to document fcc c/sbi/2015/8 and the compilation of gaps and needs in the least developed countries , considered at this session ; 4 5. also requests the least developed countries expert group to invite the green climate fund secretariat t"
0.1531,0.035,0.0,0.965,"i/2015/8 and the compilation of gaps and needs in the least developed countries , considered at this session ; 4 5. also requests the least developed countries expert group to invite the green climate fund secretariat to its meetings , as appropriate ; 6. furthe r requests the least developed count"
0.6249,0.135,0.0,0.865,"loped countries expert group to invite the green climate fund secretariat to its meetings , as appropriate ; 6. furthe r requests the least developed countries expert group , recognizing its good collaboration with the global environment facility , to continue to invite the global environment facil"
0.7003,0.142,0.0,0.858,"cluding by inviting members of these bodies to participate , as appropriate , in its meetings ; 8. decides that the membership of the least developed countries exper t group should remain at 13 members ; 9. encourages the least developed countries expert group to invite representatives of regional"
0.7506,0.153,0.0,0.847,"tings ; 8. decides that the membership of the least developed countries exper t group should remain at 13 members ; 9. encourages the least developed countries expert group to invite representatives of regional centres or networks to its meetings as observers , as appropriate ; 10. also encourages"
0.6249,0.127,0.0,0.873,"oup to invite representatives of regional centres or networks to its meetings as observers , as appropriate ; 10. also encourages the least developed countries expert group to invite relevant regional centres to nominate one focal point each for the least developed countries expert group with a vie"
0.659,0.135,0.0,0.865,so encourages the least developed countries expert group to invite relevant regional centres to nominate one focal point each for the least developed countries expert group with a view to enhancing collaboration with those centres ; 11. invites the least developed countries expert group to invite r
0.5106,0.097,0.0,0.903,"point each for the least developed countries expert group with a view to enhancing collaboration with those centres ; 11. invites the least developed countries expert group to invite representatives of global programmes , projects and/or networks that support the process to formulate and implement"
0.6369,0.106,0.0,0.894,"ences and lessons learned ; 12. decides that , in accordance with decision 7/cp.9 , paragraph 2 , new experts may be nominated to the least developed countries expert group or existing members of the group may continue in office , as determined by the respective regions or groups , taking into acco"
0.4215,0.06,0.0,0.94,"ph 2 ; 13. also decides to review , at its twenty -sixth session , the progress , need for continuation and terms of reference of the least developed countries expert group , with a view to adopting a decision thereon , taking into account , as appropriate , new processes and needs that may arise p"
0.4019,0.055,0.0,0.945,"dy for implementation to init iate the re view referred to in paragraph 13 above at its fifty - second session : ( a ) to request the least developed countries expert group to convene before june 2020 , with the assistance of the secretariat , a meeting with representatives of parties and rele vant"
0.5106,0.097,0.0,0.903,"c/sbi/2015/inf.6 and fccc/sbi/2015/inf.14 . fccc/cp/2015/10/add.3 18 ( b ) to invite parties to submit their views on the work of the least developed countries expert group via the submissions portal5 by 1 february 2020 , for consideration by the subsidiary bo dy for implementation at its fif ty-se"
0.6705,0.113,0.0,0.887,"( d ) to request the secretariat to prepare a synthesis report on the progress , need for continuation and terms of reference of the least developed countries expert group based on submissions from parties , reports of the least developed countries expert gr oup , the report of the stocktaking mee"
0.4019,0.06,0.0,0.94,"continuation and terms of reference of the least developed countries expert group based on submissions from parties , reports of the least developed countries expert gr oup , the report of the stocktaking meeting referred to in paragraph 1 4 ( c ) above and other relevant information for considera"
0.0,0.0,0.0,1.0,"tation at its fifty-second session , as input to the review ; 15. requests the secretariat to cont inue to facilitate the work of the least developed countries expert group . 10th plenary meeting 10 december 2015 5 < http : //www.unfccc.int/5900 > . fccc/cp/2015/10/add.3 19 decision 2 0/cp.21 techn"
0.8271,0.179,0.0,0.821,"daptation to climate change 1 301 172 23 supporting the implementation of the cancun adaptation framework 5 340 425 24 supporting the least developed countries and the least developed countries expert group 3 389 096 25 supporting activities relating to climate change science , research and systema"
0.886,0.226,0.0,0.774,"172 23 supporting the implementation of the cancun adaptation framework 5 340 425 24 supporting the least developed countries and the least developed countries expert group 3 389 096 25 supporting activities relating to climate change science , research and systematic observation 534 230 26 support"
0.4215,0.064,0.0,0.936,serve in their personal capacity : ( a ) two members from each of the five united nations regional groups ; ( b ) one member from the least developed countries ; ( c ) one member from the small island developing states . 3. six representatives from bodies established unde r the convention and from
-0.2263,0.0,0.048,0.952,"ion between the adaptation committee and other constituted bodies and institutional arrangements under the convention , including the least developed countries expert group , the nairobi work programme on impacts , vulnerability and adaptation to climate change , the tec hnology executive committee"
0.0,0.0,0.0,1.0,"ination process on adaptation , consisting of members of the standing committee on finance , the technology executive committee , the least developed countries expe rt group and observer constituencies ; 7. requests the adaptation committee , in conducting the technical examination process on adapt"
0.8176,0.187,0.0,0.813,".17 , 5/cp.17 , 12/cp.18 , 18/cp.19 , 3/cp.20 , 1/cp.21 and 4/cp.21 , welcoming the progress made by the adaptation committee and the least developed countries expert group in the fulfilment o f their respective mandates relating to providing information on accessing funding from the green climate"
0.7184,0.122,0.0,0.878,ragraph 4 above in order to advance the formulation of their national adaptation plans ; 7. requests the adaptation committee and the least developed countries expert group to continue their respecti ve engagement with the green climate fund and to continue to include information on that engagement
0.9032,0.229,0.0,0.771,"ion plans were technically cleared by the global environment facility but , as at 10 november 2016 , were awaiting funding under the least developed countries fund ; 10. encourages developed country parties to contribute to the least developed countries fund and the special climate change fund and"
0.8074,0.179,0.0,0.821,"2016 , were awaiting funding under the least developed countries fund ; 10. encourages developed country parties to contribute to the least developed countries fund and the special climate change fund and invites additional voluntary financial contributions to the least developed countries fund , t"
0.7845,0.168,0.0,0.832,"he least developed countries fund and the special climate change fund and invites additional voluntary financial contributions to the least developed countries fund , the special climate change fund and other funds under the financial mechanism , as appropriate , recognizing the importance of the p"
0.7425,0.177,0.0,0.823,"e further enhanced ; ( d ) access to adaptation finance remains a challenge , particularly for small island developing states and the least developed countries ; ( e ) better information needs to be generated for more efficient planning , including through enhanced tracking of adaptation fl ows ; ("
0.0,0.0,0.0,1.0,"tation finance , differences in the assumptions of underlying formulas to attribute finance from multilateral development banks ( mdbs ) to developed countries , the classification of data as ‘ green finance ’ and incomplete data on non-concessional flo ws . 7. the limitations outlined above need t"
0.6124,0.122,0.0,0.878,"erview of climate finance flows identifies the improvements listed below in the tracking and reporting of infor mation on climate finance : developed countries ( a ) enabling parties to provide additional information on their underlying definitions , methodologies and assumptions used , including o"
0.0,0.0,0.0,1.0,ation of a joint methodology for tracking public and private climate co -finance by a consortium of seven mdbs . insights into reporting by developed countries and developing countries 9. the current biennial report ( br ) guidelines5 were designed to accommodate reporting on a wide range of climat
0.0,0.0,0.0,1.0,7 billion in 2014. the methodology used in the 2014 biennial assessment and overview of climate finance flows to attribute mdb finance from developed countries to developing countries suggests that usd 11.4 billion in 2013 and usd 12.7 billion in 2014 was delivered by developed countries . a more a
0.6361,0.108,0.0,0.892,"nance from developed countries to developing countries suggests that usd 11.4 billion in 2013 and usd 12.7 billion in 2014 was delivered by developed countries . a more advanced methodology , which captures better the mobilization effect through the mdbs , suggests that usd 14.9 billion in 2013 and"
0.8316,0.224,0.045,0.732,"united states agency for international development a adaptation fund , global environment facility , special climate change fund and least developed countries fund . no green climate fund projects were approved during 2013 –2014 . b the values for bilateral financ e are based on biennial report da"
0.0,0.0,0.0,1.0,roved climate funds and 56 per cent of the bilateral finance reported to the oecd dac with adaptation as a principal objective . some least developed countries and small island developing states in africa and asia have been among the largest recipients of adaptation finance . 29. about 33 per cent
0.9062,0.281,0.0,0.719,"efficient application and approval procedures , and through continued readiness support to developing country parties , including the least developed countries and small island developing states , as ap propriate , and in accordance with board decisions ; 3 in decision 1/cp.16 , paragraph 70 , the"
0.7717,0.165,0.0,0.835,"s the board to implement its decision b.04/08 to develop modalities to support a ctivities enabling private sector involvement in the least developed countries and small island developing states , and to seek opportunities to engage with the private sector , including local actors , on adaptation a"
0.5574,0.093,0.0,0.907,"ity to the conference of the parties and its addend a report s , including on the technical review of the programme priorities of the least developed countries fund,1 noting the draft decision on the guidance to the global environment facility prepared by the standing committee on finance , as cont"
0.4215,0.064,0.0,0.936,"chanism of the convention , in its seventh replenishment programming , to continue to assist developing countries , in particular the least developed countries and small island developing states , in accessing resources in an efficient manner ; 4. also reque sts the global environment facility , as"
0.6486,0.114,0.0,0.886,"ment , and to conti nue to promote synergies across its focal areas ; 14. welcomes the conclusions of the “ program evaluation of the least developed countries fund ” by the global environment facility ’ s independent evaluation office ; 7 15. requests the global environment facility , as t he oper"
0.2023,0.041,0.0,0.959,"obal environment facility , as t he operating entity of the financial mechanism of the convention entrusted with the operation of the least developed countries fund , to continue to enhance capacity development in the least developed countries for the development of project proposals with a focus o"
0.2023,0.042,0.0,0.958,"he convention entrusted with the operation of the least developed countries fund , to continue to enhance capacity development in the least developed countries for the development of project proposals with a focus on identifying potential funding sources , both national and international , and enha"
0.4019,0.065,0.0,0.935,"courages the global environment facility to continue to track , review and report on the sustainability of projec t outcomes from the least developed countries fund and the special climate change fund ; 4 global environment facility document gef/c.50/05 . 5 global environment facility document gef/"
-0.2263,0.053,0.07,0.877,"nt facility ( gef ) to the cop on its activities as an operating entity of the financial mechanism , including the information on the least developed countries fund and the special climate change fund , and other relevant gef po licy and information documents ; ( e ) the reports from the gef indepe"
0.4019,0.062,0.0,0.938,"m 2014 to 2020 , including any available information on quantitative and qualitative elements of a pathway ; ( n ) the reports of the least developed countries expert group and the consultative group of experts on national communications from parties not included in annex i to the convention . c. c"
0.6597,0.114,0.0,0.886,"continue to provide financial resources to parties not included in annex i to the conv ention , in particular african countries , the least developed countries and small island developing states , in order to support activities related to the implementation of article 6 of the convention ; 12. invi"
0.886,0.236,0.0,0.764,"finance ; 8. welcomes with appreciation the pledges and announcements of parties , including pledges to the green climate fund , the least developed countries fund and the adaptation fund , and of international financial institutions , which provide further clarity to and predictability of climate"
0.8442,0.234,0.0,0.766,"facility , forest investment program , global climate change alliance , global environment facility trust fund , green climate fund , least developed countries fund , partnership for market readiness , pilot programme for climate resi lience , scaling up renewable energy program , special climate c"
0.0,0.0,0.0,1.0,"ica received just 9 per cent of mdb financing but 30 per cent of bilateral finance reported to oecd . 42. with regard to flows to the least developed countries ( ldcs ) and small island developing states ( sids ) in the period 2015 –2016 , funding directed at the ldcs represented 24 per cent of bil"
0.8658,0.195,0.0,0.805,to suggest that the alignment of administrative functions between funds ( e.g . the global environment facility administration of the least developed countries fund and special climate change fund ) offers the best opportunity to keep administrativ e costs down . this is essential in order to retai
0.91,0.278,0.0,0.722,"ountry parties that provide support to report information on climate finance provided to other developing country parties ; ( g ) encourage developed countries and climate finance providers , as well as multilateral and financial institutions , pri vate finance data providers and other relevant ins"
0.6597,0.122,0.0,0.878,"capacity for progra mming their priority climate action , as well as tracking climate finance , effectiveness and impacts ; ( l ) encourage developed countries and climate finance providers to continue to enhance country ownership and consider policies to balance funding for adapt ation and mitigat"
0.6597,0.109,0.0,0.891,"gress on adaptation ; 9. notes that funding has been made available for developing country parties under the green climate fund , the least developed countries fund and the special climate change fund for the process to formulate and implement national adaptation plans , and that other channels of"
0.7003,0.114,0.0,0.886,"r other adaptation planning processes amounting to usd 81 million , of which 6 proposals , amounting to usd 15 million , are from the least developed countries ; 11. also welcomes the approval by the least devel oped countries fund of 11 proposals , as at 30 september 2018 , from the least develope"
0.802,0.151,0.0,0.849,"ountries ; 11. also welcomes the approval by the least devel oped countries fund of 11 proposals , as at 30 september 2018 , from the least developed countries for funding for the process to formulate and implement national adaptation plans amounting to usd 55 million ; 12. notes the value of engag"
0.9186,0.246,0.0,0.754,agement of the agrifood sector in resilience to climate change ; 4 14. welcomes the progress made by the adaptation committee and the least developed countries expert group in th eir respective engagement with the green climate fund on ways to enhance the process of accessing support for the formul
0.0,0.0,0.0,1.0,"lans and within its existing mandate and workplan , to consider gaps and needs that have been identified through relevant work of the least developed countries expert group and the adaptation committee and how to address them , and include relevant information thereon in its annual report for 2019"
-0.4588,0.034,0.097,0.869,"cted by and at risk of displacement related to the adverse impacts of climate cha nge ; ( e ) invite the adaptation committee and the least developed countries expert group , in accordance with their mandates and workplans , and in collaboration with the executive committee , to assist developing c"
0.0,0.0,0.0,1.0,the paris committee on capacity -building ................................ ................................ ............. 6 16/cp.24 least developed countries work programme ................................ .... 7 17/cp.24 dates and venues of future sessions ................................ ......
0.4019,0.08,0.0,0.92,"accordance with decision 1/cp.21 , paragraph 80 . 2 fccc/sbi/2018/15 , paragraph 8 ( a ) . fccc/cp/2018/ 10/add.2 7 decision 16/cp.24 least developed countries work programme the conference of the parties , recalling decisions 5/cp.7 , 29/cp.7 , 4/cp.11 , 8/cp.13 , 6/cp.16 , 5/cp.17 , 12/cp.18 , 3/"
0.4019,0.063,0.0,0.937,"/cp.13 , 6/cp.16 , 5/cp.17 , 12/cp.18 , 3/cp.20 , 4/cp.21 and 19/cp.21 , recognizing the specific needs and special situations of the least developed countries referred to in article 4 , paragraph 9 , of the convention , having considered the report on the 33rd meeting of the least developed countr"
0.4019,0.06,0.0,0.94,"eloped countries referred to in article 4 , paragraph 9 , of the convention , having considered the report on the 33rd meeting of the least developed countries expert group and the views of parties on the least developed countries work programme , acknowledging that , because of their development s"
0.2263,0.085,0.045,0.87,"tion , having considered the report on the 33rd meeting of the least developed countries expert group and the views of parties on the least developed countries work programme , acknowledging that , because of their development status , climate change risks magnify the development challenges for the"
0.6486,0.172,0.062,0.766,"allenges for the least developed country parties , also acknowledging that the human , infrastructural and economic conditions of the least developed countries severely limit their capacities to participate effectively in the climate change process , noting the particular support needs of the least"
0.802,0.215,0.057,0.728,"severely limit their capacities to participate effectively in the climate change process , noting the particular support needs of the least developed countries with respect to addressing climate change , and the importance of the least developed countries work programme in this regard , also noting"
0.8074,0.168,0.0,0.832,"g the particular support needs of the least developed countries with respect to addressing climate change , and the importance of the least developed countries work programme in this regard , also noting the relevance of climate change action to the achievement of the sustainable development goals"
0.4019,0.06,0.0,0.94,"the implementation of the elements of the work programme for the implementation of article 4 , paragraph 9 , of the convention ( the least developed countries work programme ) contained in decision 5/cp.7 , paragraphs 11 –17 ; 2. takes note of the support provided to the least developed countries"
0.4019,0.059,0.0,0.941,"developed countries work programme ) contained in decision 5/cp.7 , paragraphs 11 –17 ; 2. takes note of the support provided to the least developed countries for the process to formulate and implement national adaptation plans ; 2 3. decides to update the elements of the least developed countries"
0.0,0.0,0.0,1.0,"developed countries for the process to formulate and implement national adaptation plans ; 2 3. decides to update the elements of the least developed countries work programme as listed below in order to reflect the needs of the lea st developed countries , taking full account of the numerous groups"
0.0,0.0,0.0,1.0,"decides to update the elements of the least developed countries work programme as listed below in order to reflect the needs of the lea st developed countries , taking full account of the numerous groups and bodies that are involved in assisting countries with these activities , noting the importa"
0.7003,0.136,0.0,0.864,"; ( b ) continue providing training , as needed , in negotiating skills and language to develop the capacity of negotiators from the least developed countries to participate effectively in the climate change process ; ( c ) supporting the process to formulate and implement nationa l adaptation pla"
0.8271,0.175,0.0,0.825,"the paris agreement , as needed ; 4. notes that support for the work programme should come from a variety of sources , including the least developed countries fund,3 the global environment facility , the green climate fund , and other bilateral and mu ltilateral sources within their respective man"
0.891,0.229,0.0,0.771,"ther bilateral and mu ltilateral sources within their respective mandates , and the private sector , as appropriate ; 5. requests the least developed countries expert group to support , and encourages other relevant bodies and programmes under and outside the convention and the paris agreement , in"
0.6808,0.12,0.0,0.88,"united nations entities , to assist with , in accordance with their respective mandates , as appropriate , the implementation of the least developed countries work programme and to include information on this in their reports , as appropria te ; 6. also requests the least developed countries exper"
0.3818,0.057,0.0,0.943,"least developed countries work programme and to include information on this in their reports , as appropria te ; 6. also requests the least developed countries expert group to continue considering ways to promote south –south cooperation in the implementation of the least developed countries work p"
0.3818,0.062,0.0,0.938,"least developed countries expert group to continue considering ways to promote south –south cooperation in the implementation of the least developed countries work programme . 7th plenary meeting 13 december 2018 3 see decision 5/cp.7 , paragraph 12. fccc/cp/2018/ 10/add.2 9 decision 17/cp.24 date"
0.2975,0.136,0.093,0.771,"se that are particularly vulnerable to the adverse effects of climate change and have significant capaci ty constraints , such as the least developed countries and small island developing states , considering the need for public and grant -based resources for adaptation ; 15. underlines the essenti"
0.8519,0.213,0.0,0.787,"well as funds to support the participation of grass -roots local and indigenous peoples ’ communities from developing countries , the least developed countries and small island developing states , and encourage parti es and relevant organizations to share information on travel funding leading : par"
0.0,0.0,0.0,1.0,"mposed of 14 members , of which : ( a ) two members from each of the five u nited nations regional groups ; ( b ) one member from the least developed countries ; ( c ) one member from the small island developing states ; ( d ) two members from relevant intergovernmental organizations.1 5. by the sa"
0.7184,0.136,0.0,0.864,"apping with the previous reporting periods , including , as appropriate , the following : ( a ) the global environment facility , the least developed countries fund , the special climate change f und , the adaptation fund , the green climate fund and the unfccc trust fund for supplementary activiti"
0.7184,0.125,0.0,0.875,otherf not applicable domestic currency usd domestic currency usd multilateral climate change funds 1. global environment facility 2. least developed countries fund 3. special climate change fund 4. adaptation fund 5. green climate fund 6. unfccc trust fund for supplementary activities 7. other mul
0.0772,0.027,0.0,0.973,"ing th e total number of submitted national adaptation plans to 17 ; 1 2. takes note of the work of the a daptation committee and the least developed countries expert group on gaps and needs related to the process to formulate and implement national adaptation plans , including the gaps and needs c"
0.0,0.0,0.0,1.0,"its forty -seventh session ; 3 3. requests the a daptation committee , through its task force on national adaptation plans , and the least developed countries expert group to continue to include in their report s information on the gaps and needs related to the process to formulate and implement n"
0.0,0.0,0.0,1.0,w to address them ; 4. invites constituted bodies and other organizations to provide informat ion to the adaptation committee and the least developed countries expert group on activities unde rtaken to address gaps and needs related to the process to formulate and implement national adaptation plan
0.4019,0.058,0.0,0.942,"l adaptation plans ; 6. notes that funding has been made available for developing country parties under the green climate fund , the l east developed countries fund and the s pecial climate change fund for the process to formulate and implement national adaptation plans , and that other chann els o"
0.0,0.0,0.0,1.0,"tion , at its fifty -third session ( n ovember 2020 ) , to consider information from the reports of the a daptation committee and the least developed countries expert group , including on gaps and needs and the implementation of national adaptation plans , and to take further action as appropriate"
0.2732,0.046,0.0,0.954,"rk and the technology executive committee ; ( k ) the collaboration between the green climate fund , the adaptation committee and the least developed countries expert group ; ( l ) the steps agreed at the 24th meeting of the board to finalize , at the 25th meeting of the board , the draft strategic"
0.9349,0.297,0.0,0.703,"f climate change projects and programmes approved during the reporting period under the global environm ent facility trust fund , the least developed countries fund and the special climate change fund ; ( b ) the approval of minimum requirements fo r global environment facility trust fund agencies"
0.34,0.153,0.089,0.758,"n monitoring6 and the evaluation policy ; 7 3. welcomes with appreci ation the contributions made by developed country parties to the least developed countries fund during the reporting period , amounting to usd 184 million,8 and the contribution made by switzerland to the special climate change fu"
-0.5423,0.0,0.074,0.926,facility to consider : ( a ) exploring ways to include in the fourth phase of the global project on technology needs ass essments the least developed countries and small island developing states that have never undertaken a t echnology needs assessment and have not been included in the fourth phase
0.0,0.0,0.0,1.0,"s in collecting and managing information and data on adaptation ; 10. requests the global environment facility , in administering the least developed countries fund , to continue facilitating the smooth transition of countries graduating from least develop ed country status by continuing to provide"
0.6808,0.12,0.0,0.88,smooth transition of countries graduating from least develop ed country status by continuing to provide approved funding through the least developed countries fund until the completion of projects approved by the least developed countries fund council prior to those countries ’ graduation from lea
0.6808,0.118,0.0,0.882,by continuing to provide approved funding through the least developed countries fund until the completion of projects approved by the least developed countries fund council prior to those countries ’ graduation from least developed country status ; 11. takes note of decision 7/cma.2 and decides to
0.34,0.061,0.0,0.939,"ation of response measures , lcipp fwg = facilitativ e working group of the local communities and indigenous peoples platform , leg = least developed countries expert group , nap = national adaptatio n plan , nazca = non-state actor zone for climate action , ndc = nationally determined contribution"
-0.296,0.047,0.098,0.855,"................................................................................................ 27 10/cp.27 matters relating to the least developed countries ............................................................ 29 11/cp.27 santiago network for averting , minimizing and addressing loss and"
0.6808,0.126,0.0,0.874,"g for the formulation and implementation of national adaptation plans and adaptation communication s ; 23. highlights the role of the least developed countries fund and the special climate change fund in supporting actions by developing countries to address climate change , 7 decision 1/cp.26 , par"
0.7506,0.163,0.0,0.837,"to address climate change , 7 decision 1/cp.26 , para . 19. fccc/cp/2022/10/add.1 5 welcomes the pledges made to the two funds and invites developed countries to further contribute to the two funds ; 24. emphasizes the importance of protecting , conserving and restoring water and water - related e"
0.4767,0.116,0.049,0.835,"and u rges developed country parties to meet the goal ; 11 37. emphasizes that accelerated financial support for developing countries from developed countries and other sources is critical to enhancing mitigation action and addressing inequities in access to finance , including its costs , terms a"
0.4019,0.062,0.0,0.938,ree members from latin america and the caribbean ; ( d ) two members from small island developing states ; ( e ) two members from the least developed countries ; ( f ) one member from a developing country party not included in the categories listed above . iii . modalities of work 5. the transition
0.4019,0.062,0.0,0.938,"onstituted bodies , the operating entities of the financial mechanism , 6 the adaptation fund , the special climate change fund , the least developed countries fund and observer organizations in works hops under the koronivia joint work on agriculture ; 6. acknowledges that the koronivia joint work"
0.6597,0.116,0.0,0.884,"between parties , constituted b odies and workstreams , the operating entities of the financial mechanism , the adaptation fund , the least developed countries fund and the special climate change fund in order to facilitate the implementation of action to address issues related to agricultu re and"
0.5994,0.1,0.0,0.9,"atives of the constituted bodies under the convention , the operating entities of the financial mechanism , the adaptation fund , the least developed countries fund and the special climate change fund and observers to them ; 16. decides to establish the sharm el- sheikh online portal under the join"
0.6705,0.113,0.0,0.887,ation plans1 and takes note of other relevant documents ; 2 2. welcomes the information provided by the adaptation committee3 and the least developed countries expert group4 on gaps and needs related to the process to formulate and implement national adaptation plans and progress in implementing na
0.4019,0.06,0.0,0.94,"plans , particularly in relation to the submission and review of proposals for funding ; 5. invites the adaptation committee and the least developed countries expert group , in line with their mandates , to continue formulating recommendations on ways to facilitate the mobilization of support for"
0.4019,0.059,0.0,0.941,"the recommendations to the standing committee on finance for consideration ; 6. welcomes the work of the adaptation committee and the least developed countries expert group on gaps and needs related to the process to formulate and implement national adaptation plans , including the needs referred t"
0.0,0.0,0.0,1.0,as requested by the subsidiary body for implementation at its forty- seventh session ; 9 7. requests the adaptation committee and the least developed countries expert group to continue to identify the priority gaps and needs of developing countries relat ed to the process to formulate and implement
0.0,0.0,0.0,1.0,"vailable at https : //unfccc.int/topics/resilience/resources/documents -of-the-adaptation -committee , and the meeting reports of the least developed countries expert group f or 2019 –2022 , available at https : //unfccc.int/topics/resilience/resources/documents -on-the -ldc-expert -group . 3 see d"
-0.3182,0.031,0.062,0.907,"ision 7/cp.25 , para . 3 . 9 fccc/sbi/2017/19 , para . 73. fccc/cp/2022/10/add.1 28 8. also requests the adaptation committee and the least developed countries expert group to enhance their work in addressing the priority gaps and needs , obstacles and challenges identified through their work refer"
0.0,0.0,0.0,1.0,s ; 10. invites other unfccc constituted bodies and relevant organizations to provide information to the adaptation committee and the least developed countries expert group on activities that have the aim of addressing gaps and needs related to the process to form ulate and implement national adapt
0.0,0.0,0.0,1.0,pport ; 11. notes that the technical resources developed and the scientific resources synthesized by the adaptation committee and the least developed countries expert group can assist developing countries in addressing gaps and needs related to the process to formulate and implement national adapta
0.886,0.256,0.0,0.744,"ersity press . available at https : //www.ipcc.ch/report/ar6/wg2 . fccc/cp/2022/10/add.1 29 decision 10/cp.27 matters relating to the least developed countries the conference of the parties and the conference of the parties serving as the meeting of the parties to the paris agreement , recalling de"
0.3612,0.056,0.0,0.944,"1/cp.21 , 19/cp.21 , 16/cp.24 , 7/cp.25 , 15/cp.26 , 11/cma.1 and 19/cma.1 , having considered the report on the 42nd meeting of the least developed countries expert group,1 underscoring the importance of continued implementation by the green climate fund of the mandate given to it in decision 1/c"
0.8176,0.159,0.0,0.841,"plementation by the green climate fund of the mandate given to it in decision 1/cp.21 , paragraph 46 , 1. welcome the progress of the least developed countries expert group in implementing its work programme for 2022– 2023,2 including its provision of support to the least developed countries for de"
0.4019,0.065,0.0,0.935,"least developed countries expert group in implementing its work programme for 2022– 2023,2 including its provision of support to the least developed countries for developing project concepts for implementing adaptation actions associated with the priorities in their national adaptation plans ; 3 2"
0.7783,0.142,0.0,0.858,"daptation actions associated with the priorities in their national adaptation plans ; 3 2. also welcome the successful conduct by the least developed countries expert group of the national adaptation plan writing workshop for asia -pacific least developed countries held in siem reap , cambodia , fr"
0.5859,0.073,0.0,0.927,"e successful conduct by the least developed countries expert group of the national adaptation plan writing workshop for asia -pacific least developed countries held in siem reap , cambodia , from 12 to 15 july 2022 and the nap expo held in gaborone , botswana , from 22 to 26 august 2022 ; 3. expres"
0.7184,0.111,0.0,0.889,ambodia for hosting the workshop referred to in paragraph 2 above and the government of botswana for hosting the 42 nd meeting of the least developed countries expert group and nap expo 2022 and express their gratitude to the government of ireland for providing financial support for the work of the
0.9081,0.22,0.0,0.78,group and nap expo 2022 and express their gratitude to the government of ireland for providing financial support for the work of the least developed countries expert group ; 4. express their appreciation to the le ast developed countries expert group and the secretariat for their valuable work in
0.9001,0.222,0.0,0.778,nd for providing financial support for the work of the least developed countries expert group ; 4. express their appreciation to the le ast developed countries expert group and the secretariat for their valuable work in supporting adaptation in the least developed countries ; 5. also express their
0.8519,0.185,0.0,0.815,preciation to the le ast developed countries expert group and the secretariat for their valuable work in supporting adaptation in the least developed countries ; 5. also express their appreciation to the organizations that contributed to designing and conducting the workshop referred to in paragrap
0.7003,0.124,0.0,0.876,nizations that contributed to designing and conducting the workshop referred to in paragraph 2 above ; 6. welcome the progress of the least developed countries expert group in developing technical guidelines for the implementation of national adaptation plans4 and note that those guidelines may hel
0.5423,0.107,0.038,0.855,the design and provision of support for the implementation of national adaptation plans ; 7. also n ote the limited progres s of the least developed countries on the process to formulate and implement national adaptation plans and the need for enhanced support of the least developed countries to a
0.4019,0.054,0.0,0.946,"east developed countries on the process to formulate and implement national adaptation plans and the need for enhanced support of the least developed countries to advance the process to formulate and implement national adaptation plans ; 8. further note that , as at 14 november 2022 , 17 of the 46"
0.0,0.0,0.0,1.0,"vance the process to formulate and implement national adaptation plans ; 8. further note that , as at 14 november 2022 , 17 of the 46 least developed countries had submitted a national adaptation plan since the process to formulate and implement national adaptation plans was established in 2010 , a"
0.0,0.0,0.0,1.0,"onal adaptation plan since the process to formulate and implement national adaptation plans was established in 2010 , and of those 17 least developed countries with a national adaptation plan , 14 had accessed funding for implementing adaptation actions associated with the priorities identified the"
0.6369,0.113,0.0,0.887,"add.1 30 9. reiterate and recall decision 1/cp.21 , paragraph 46 , and note decision 16/cp.27 in relation to enhancing support to the least developed countries for the formulation and implementation of national adaptation plans ; 10. underscore the importance of developing project pipelines and pro"
0.7964,0.176,0.0,0.824,"t pipelines and proposals for implementing adaptation actions associated w ith the priorities in the national adaptation plans of the least developed countries and encourage relevant organizations , as well as operating entities of the f inancial mechanism , to enhance support to the least develope"
0.886,0.222,0.0,0.778,"ountries and encourage relevant organizations , as well as operating entities of the f inancial mechanism , to enhance support to the least developed countries in this regard ; 11. note wi th appreciation the financial pledges , totalling usd 70.6 million , made by the governments of denmark , finl"
