Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score,Line
0.6249,0.106,0.0,0.894,any recommendations of the supervisory body pursuant to paragraphs 8– 9 above ; ( b ) consideration of any need for further safeguards ; 12. also requests the supervisory body to support the forum on the impact of the implementation of response measures ( referred to in para . 33 of decision 1/cp.21
0.5106,0.074,0.0,0.926,"col to the trust fund for supplementary activities for the purp ose of expediting implementation of the article 6 , paragraph 4 , mechanism ; 14. requests the secretariat , including through its regional collaboration cent res and in consultation with the supervisory body , to design and implement ,"
0.4019,0.054,0.0,0.946,8 15. takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in this decision ; 16. requests that the actions called for in this decision be underta ken subject to the availability of financial resources ; 17. invites parties to make cont
0.7579,0.158,0.0,0.842,"nt , as well as a holding account for each party and each public or private entity authorized per article 6 , paragraph 4 ( b ) , by a party that requests an account where that entity meets the requisite identification requirements developed by the supervisory body . the mechanism registry shall be"
0.4767,0.069,0.0,0.931,and cdm programmes of activities undergo an expedited transition process in accordance with decisions of the supervisory body by prioritizing the requests to transition from such activities following the approval referred to in paragraph 73 ( b ) above . b. use of certified emission reduction s towa
0.743,0.173,0.0,0.827,; ( b ) mitigation measures to address climate change and contribute to sustainable development ; ( c ) development of clean energy sources ; 4. requests the glasgow committee on non-market approaches to develop and recommend a schedule for implementing the work programme activities referred to in
0.5106,0.097,0.0,0.903,"elevant tools , including under the convention and the paris agreement ) ; ( d ) the schedule for implementing the work programme activities ; 7. requests the secretariat to prepare a synthesis report on th e matters referred to in paragraph 6 above for consideration by the glasgow committee on non-"
0.0258,0.023,0.0,0.977,"in paragraph 6 above for consideration by the glasgow committee on non- market approaches at its 1 st meeting , to be held in june 2022 ; 8. also requests the secretariat to : ( a ) organize an in -session workshop , with the broad participation of relevant experts , on the matters referred to in pa"
0.0,0.0,0.0,1.0,"the report of the glasgow committee on non- market approaches and provide guidance on the framework and the work programme , as appropriate ; 10. requests the subsidiary body for scientific and technological advice to review the work programme , including its activities , at its sixty -fourth ( june"
0.4019,0.055,0.0,0.945,11. takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in t his decision ; 12. requests that the actions called for in this decision be undertaken subject to the availability of financial resources ; 13. invites parties to make contr
0.34,0.052,0.0,0.948,"aphs 25 and 32 , providing an e xplanation of how the specific flexibility provision has been applied in the corresponding documentation box ; 6. requests the secretariat to incorporate the formats and approaches referred to in paragraph 5 above into the reporting tools referred to in paragraph 8 be"
0.0,0.0,0.0,1.0,at to incorporate the formats and approaches referred to in paragraph 5 above into the reporting tools referred to in paragraph 8 below ; 7. also requests the secretariat to incorporate the confidentiality approach referred to in paragraph 26 below into the reporting tools referred to in paragraph 8
0.4215,0.056,0.0,0.944,"view to the final version of the tools being completed by june 2024 , su bject to the timely availability of sufficient financial resources ; 9. requests the secretariat to inform the subsidiary body for scientific and technological advice on progress in the development of the reporting tools at it"
0.4019,0.052,0.0,0.948,"inputs on improv ing the tools at the latest six months after the release of the test version via the submission portal by december 2023 ; 1 11. requests the secretariat to produce a technical paper on these submissions , includ ing an assessment of the experience of parties with using the test ver"
0.6597,0.109,0.0,0.891,021/10/add.2 4 facilitate an interactive exercise with experts from parties that demonstrate s the functions of the reporting tools ; 13. further requests the secretariat to prepare a report on how the input s of parties on the test version of the reporting tools have been considered in the final ve
0.0,0.0,0.0,1.0,"esent this to the subsidiary body for scientific and technological advice at the next session following finalization of the reporting tools ; 14. requests the secretariat , once the final version of the reporting tools is released , to organize regular technical training workshops ( online and/or in"
0.4019,0.059,0.0,0.941,haring of experience among party experts in using the reporting tools and integrating the m into their national inventory arrangements ; 15. also requests the secretariat to develop user manuals for the reporting tools ; 16. further requests the secretariat to provide training and advice to developi
0.6597,0.112,0.0,0.888,he m into their national inventory arrangements ; 15. also requests the secretariat to develop user manuals for the reporting tools ; 16. further requests the secretariat to provide training and advice to developing country parties on the use of the reporting tools and to provide technical support t
-0.5574,0.0,0.103,0.897,"submit the commo n tabular formats after 31 december 2024 , with a delay not exceeding the delay in the availability of the reporting tools ; 19. requests the secretariat to facilitate interoperability between the reporting tools and the intergovernmental panel on climate change inventory software ;"
0.0,0.0,0.0,1.0,"e linkages of the software with the reporting tool for the electronic reporting of common reporting tables referred to in paragraph 8 above ; 22. requests the secretariat to establish an interactive web portal to facilitate the availability of information , by parameter and by year , reported by par"
0.7964,0.165,0.0,0.835,"y year , reported by parties in their biennial transparency reports in accordance with decision 18/cma.1 , annex , paragraphs 118 –145 ; 23. also requests the secretariat to make the web portal referred to in paragraph 22 above available from december 2025 ; 24. emphasizes that each interested party"
0.0,0.0,0.0,1.0,ry basis the intergovernmental panel on climate change 2019 refinement to the 2006 ipcc guidelines for national greenhouse gas invent ories ; 29. requests the secretariat to undertake a mapping exercise of the categories in the 2006 ipcc guidelines for national greenhouse gas inventories and those i
0.0,0.0,0.0,1.0,"ferences in category names and to make the finding s of this mapping exercise available to national greenhouse gas inventory compilers ; 30. also requests the secretariat , incorporating , as appropriate , technical advice from the consultative group of experts and lead reviewers , to develop the tr"
0.4215,0.062,0.0,0.938,ariat on the implementation of training for technical experts participating in the technical expert review of biennial transparency reports ; 32. requests the secretariat to report to the subsidiary body for scientific and technological advice on progress in the development of the training programme
0.3818,0.061,0.0,0.939,"1 , annex , paragraph 150 , available by september 2023 , and subject to the tim ely availability of sufficient financial resources ; 34. further requests the secretariat to promote geographical and gender balance among the technical review experts participating in the training programme referred to"
0.7184,0.14,0.0,0.86,e important role that review of the information could play in improving the reporting of th e information referred to in paragraph 35 above ; 38. requests the subsidiary body for scientific and technological advice to consider at its fifty -sixth session ( june 2022 ) the options for conducting revi
0.0,0.0,0.0,1.0,"tary implications of the activities to be undertaken by the secretariat referred to in paragraphs 8 , 11 –16 , 19 , 21 –22 and 29 –31 above ; 50. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 1 . 2 https :"
0.4019,0.057,0.0,0.943,"ee , work ing group ii of the intergovernmental panel on climate change , as appropriate , and other relevant constituted bodies and experts ; 6. requests the secretariat to support the implementation of the work programme ; 7. decides that the objectives of the work programme should be to , inter a"
0.0,0.0,0.0,1.0,"dies to select themes for the workshops referred to in paragraph 12 above on the basis of the submissions referred to in paragraph 13 above ; 15. requests the secretariat to prepare , under the guidance of the chairs of the subsidiary bodies , a compilation and synthesis of those submissions for con"
0.0,0.0,0.0,1.0,"guidance of the chairs of the subsidiary bodies , a compilation and synthesis of those submissions for consideration at the workshops ; 16. also requests the secretariat to prepare , under the guidance of the chairs of the subsidiary bodies , a single annual report on the workshops for consideratio"
0.0,0.0,0.0,1.0,"e estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraphs 6 , 12 , 15 and 16 above ; 20. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 12th plenary m"
0.7579,0.149,0.0,0.851,"cs disaggregated by gender and region on its awareness -raising , outreach and informati on- sharing efforts such as events and publications ; 5. requests the adaptation committee to resume holding its regular meetings and events in person while offering the option of virtual attendance to ensure in"
0.7096,0.157,0.0,0.843,"ttendance to ensure inclusive participation , including by observers , while acknowledging the challenges posed by online participation ; 6. also requests the adaptation committee , with the engagement of working group ii of the intergovernmental panel on climate change , as appropriate , to expedit"
0.8074,0.165,0.0,0.835,"he meeting of the parties to the paris agreement at its third , fourth ( november 2022 ) and fifth ( november 2023 ) sessions , respectively ; 4. requests the co -chairs of the ad hoc work programme to maintain regular consultations with the constituted bodies , in particular the standing committee"
0.0,0.0,0.0,1.0,e two remaining dialogues to be organized in separate regions with a view to facilitating inclusive and balanced geographic al participation ; 6. requests the co -chairs of the ad hoc work programme to organiz e the technical expert dialogues referred to in paragraph 5 above on the basis of the subm
0.5719,0.095,0.0,0.905,"ns referred to in paragraphs 17–18 below , and to allow sufficient time for the technical expert dialogues to make substantive progress ; 7. also requests the co -chairs of the ad hoc work programme to initiate preparations for organiz ing the technical expert dialogue s referred to in paragraph 5 a"
0.6597,0.141,0.0,0.859,"technical expert dialogue s referred to in paragraph 5 above taking into consideration the matters referred to in paragraph 16 below ; 8. further requests the secretariat , in organizing the technical expert dialogues referred to in paragraph 5 above , to ensure the participation of all interested p"
0.0,0.0,0.0,1.0,"s , academia , civil societ y actors , including youth , and private sector actors , and that all meetings are open to observers and webcast ; 9. requests the co -chairs of the ad hoc work programme to prepare a n annual report on the work conducted under that work programme , including a summ ary a"
0.4019,0.054,0.0,0.946,"in paragraphs 17–18 below , with a view to providing guidance on the further direction of the ad hoc work programme for the following year ; 11. requests the presiden t of the conference of the parties to prepare a summary of the deliberations at the high -level ministerial dialogues referred to in"
0.6486,0.105,0.0,0.895,invites the presiden t of the conference of the parties to ensure the coherence and complementarity of the high-level ministerial dialogues ; 14. requests the secretariat to assist the co -chairs of the ad hoc work programme in implementing it ; 15. decides that the new collec tive quantified goal a
0.4939,0.087,0.0,0.913,graph 1 5 above and on the elements referred to in paragraph 1 6 above via the submission portal 1 by february and august 2022 respectively ; 18. requests the secretariat to prepare a technical paper on the submissions referred to in paragraph 17 above ; 19. agrees that the deliberations shall be in
0.0,0.0,0.0,1.0,te of the estimated budgetary implicat ions of the activities to be undertaken by the secretariat referred to in paragraphs 14 and 18 above ; 21. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources ; 22. decides to
0.8225,0.177,0.0,0.823,"rticle 2 , paragraph 1 ( c ) , of the paris agreement , including options for approaches and guidelines for implementation , by 30 april 2022 and requests the standing committee on finance to submit a synthesis for consideration by the c onference of the parties serving as the meeting of the parties"
0.9451,0.272,0.0,0.728,or consideration by the conference of the parties serving as the meeting of the parties to the paris agreement at its fourth session ; 4. further requests the standing committee on finance to report to the conference of the parties serving as the meeting of the parties to the paris agreement at its
0.9201,0.243,0.0,0.757,e parties serving as the meeting of the parties to the paris agreement at its fourth session on progress in implementing its 2022 workplan ; 3 5. requests the standing committee on finance to consider the guidance provided to it in other relevant decisions of the conference of the parties serving as
0.5106,0.119,0.046,0.835,"ncial flows with countries ’ climate plans and strategies consistent with a pathway towards low -emission and climate -resilient development ; 6. requests the board to continue to enhance support for mitigation proposals , in line with the governing instrument and investment framework , that support"
0.875,0.208,0.0,0.792,"nizes the board ’ s efforts during that pe riod and encourages the board to continue to improve the efficiency and effectiveness of its work ; 8. requests the board to continue to enhance support for the implementation of adaptation projects and programmes , in line with the governing instrument , i"
0.8779,0.231,0.0,0.769,"environment facility , parties and implementing agencies to work collaboratively to ensure that this support is delivered in a timely manner ; 5. requests the global environment facility to continue to facilitate improved access to the capacity -building initiative for transparency by developing cou"
0.7964,0.172,0.0,0.828,onsider increasing its support for implementation of the enhanced transparency framework as part of its eighth replenishment process ; 7. further requests the global environment facility to contribute to the consideration of the support provided to developing country parties referred to in decision
0.836,0.207,0.0,0.793,"ject identification form approval to submission of chief executive officer approval request and disbursement through implementing agencies ) ; 8. requests the global environment facility to consider combining the application processes for support for producing biennial transparency reports , includi"
0.4767,0.075,0.0,0.925,"is delivered in a timely manner , including by utilizing the bundled application modality and expedited procedures for enabling activities , and requests the global environment facility to monitor the timeliness of project review , approval and preparation , including disaggregated tracking of each"
0.8271,0.184,0.0,0.816,ing as the meeting of the parties to the kyoto protocol to request the adaptation fund board to amend the relevant procedures and modalities ; 9. requests the adaptation fund board to provide a n update on its progress in assisting developing countr y parties in meet ing their adaptation commitments
0.7096,0.116,0.0,0.884,"ions in order to support the resource mobilization efforts of the adaptation f und board with a view to strengthening the adaptation fund ; 5 11. requests the adaptation fund board , in line with its existing mandate and decisions 1/cmp.3 and 1/cmp.4 , to consider and provide an update on its activi"
0.0,0.0,0.0,1.0,"sis reports referred to in paragraphs 6 above and 16 below and the summary report referred in paragraph 8 above , including lessons learned ; 11. requests the secretariat to organize the workshop referred to in paragraph 9 above and prepare a summary report on the workshop for consideration by the c"
0.8834,0.216,0.0,0.784,"n by the conference of the parties serving as the meeting of the parties to the paris agreement at its fifth session ( november 2023 ) ; 12. also requests developed country parties to submit their second biennial communications in 2022 , in accordance with decision 12/cma.1 , paragraph 4 , before 31"
0.0,0.0,0.0,1.0,"n referred to in paragraph 2 above on a voluntary basis ; 4 fccc/pa/cma/2021/5 . 5 decision 12/cma.1 , para . 8. fccc/pa/cma/2021/10/add.3 21 16. requests the secretariat to prepare a compilation and synthesis of the biennial communications in accordance with decision 12/cma.1 , paragraph 7 ; 17. we"
0.0,0.0,0.0,1.0,ote of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraphs 11 and 16 above ; 19. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resource s. 12th plenary m
0.5106,0.097,0.0,0.903,"e and network to adapt to operational challenges resulting from the continuing pandemic by focusing on the implementation of technical assistance requests and making use of online stakeholder engagement and capacity -building activities ; 15. takes note of the activities , performance and key messag"
0.0258,0.026,0.0,0.974,"periodicity of the periodic assessment of the technology mechanism and the independent review of the c limate technology centre and n etwork ; 7. requests the subsidiary body for implementation to initiate , at its sixty -second session ( 2025 ) , consideration of matters relating to the alignment b"
0.6808,0.111,0.0,0.889,th the scope and modalities contained in the annex to decision 16/cma.1 with a view to completing it at its fourth session ( november 2022 ) ; 2. requests the secretariat to prepare an interim report on the effectiveness and adequacy of the support provided to the technology mechanism in supporting
-0.2484,0.056,0.097,0.847,ing recommendations for consideration and adoption by the governing body at its next session or the governing bodies at their next sessions ; 11. requests the secretariat to continue providing support for developing countries that are particularly vulnerable to the adverse effects of climate change
0.0,0.0,0.0,1.0,0 14. takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in this decision ; 15. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial res ources . 12th plenary
0.8519,0.193,0.0,0.807,"cedures contained in decision 5/cma.1 and will serve as the public registry referred to in article 4 , paragraph 12 , of the paris agreement ; 3. requests the secretariat to adopt the prototype as the public registry and finalize its implementation , verify with parties the name of the party , docum"
0.7906,0.17,0.0,0.83,"- governmental organizations in a position to do so to provide technical or financial support for action for climate empowerment activities ; 10. requests the secretariat to promote partnerships with other organizations , the private sector and donors in order to support implementation of the glasgo"
0.4019,0.062,0.0,0.938,"partnerships with other organizations , the private sector and donors in order to support implementation of the glasgow work programme ; 11. also requests the subsidiary body for implementation to : ( a ) facilitate implementation of the glasgow work programme under the guidance of its chair , subje"
0.2732,0.045,0.0,0.955,"d modalities of the forum and of certain activities in the workplan by the forum , including due to the exceptional circumstances , and therefore requests the secretariat to hold a two -day w orkshop in conjunction with the fifty -sixth sessions of the subsidiary bodies ( june 2022 ) to further adva"
0.5859,0.158,0.09,0.753,"nsider way s to promote actions to minimize the adverse impacts and maximize the positive impacts of the implementation of response measures ; 8. requests the forum , at the fifty -sixth sessions of the subsidiary bodies , to consider ways to promote actions to minimize the adverse impacts and maxim"
0.0,0.0,0.0,1.0,"and-events . 3 contained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 4 decision 4/cma.2 , annex i. fccc/pa/cma/2021/10/add.3 45 10. requests the secretariat to organize a regional workshop on activity 3 of the workplan before the fifty -sixth sessions of the subsidiary bodies in collab"
0.4019,0.053,0.0,0.947,on portal5 by april 2022 their views on the elements of the midterm review of the workplan of the forum and its katowice committee on impacts and requests the secretariat to prepare a summary o f the submissions with a view to informing parties ’ discussion on the midterm review starting at the fift
0.4019,0.057,0.0,0.943,"fforts related to addressing the social and economic consequences and impacts of response measures via the submission portal by february 2022 and requests the secretariat to prepare and submit a compilation of the submissi ons from parties as input to the first global stocktake ; 13. also requests ,"
0.4019,0.058,0.0,0.942,"d requests the secretariat to prepare and submit a compilation of the submissi ons from parties as input to the first global stocktake ; 13. also requests , recalling decisions 19/cma.1 and 4/cma.2 , the katowice committee on impacts to submit by february 2022 , with the assistance of the secretaria"
0.0,0.0,0.0,1.0,"estimated budgetary im plications of the activities to be undertaken by the secretariat referred to in paragraphs 3 , 11 , 12 and 13 above ; 15. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 5 https : //ww"
0.7351,0.154,0.0,0.846,e taken on a case- by-case basis at any time before or during a meeting . 2. the secretariat shall inform the committee before the meeting of any requests to attend the meeting received from non -party observers admitted to the unfccc process . 3. admitted non -party observers shall abide by the gui
0.0,0.0,0.0,1.0,"uring the reporting period , and the accreditation of 5 regional implementing entities , includi ng 1 accredited during the reporting period ; 5. requests the adaptation fund board to continue its efforts to simplify accreditation procedures for national implementing entities and to report back on i"
0.7184,0.115,0.0,0.885,; 10. notes with appreciation the efforts of the adaptation fund board secretariat to organize workshops for national implementing entities ; 11. requests the adaptation fund board to provide in its reports to the conference of the parties serving as the meeting of the par ties to the kyoto protocol
0.0,0.0,0.0,1.0,of inventories under article 8 of the kyoto protocol to the review of information on assigned amounts under article 8 of the kyoto protocol ; 19. requests the administrator of the international transaction log to develop an application to facilitate the submission of the standard electroni c format
0.7709,0.178,0.0,0.822,"licable to the parties included in annex i without quantified emission limitation and reduction commitments for the second commitment period ; 7. requests the secretariat , in view of the revision of the “ guidelines for review under article 8 of the kyoto protocol ” , to modify the relevant informa"
0.0,0.0,0.0,1.0,"r article 8 of the kyoto protocol , which builds on the training pro gramme for greenhouse gas inventory review experts under the convention , 1. requests the secretariat to update and implement the courses on national systems , application of adjustments , modalities for the accounting of assigned"
0.5719,0.095,0.0,0.905,"s , ensuring that the courses incorporate the rules and modalities applicable to the second commitment period under the kyoto protoc ol ; 2. also requests the secretariat to develop and implement the courses referred to in paragraph 1 above , if possible in time for the first inventory review of the"
0.0,0.0,0.0,1.0,"rity for the developme nt of the course related to review of activities under article 3 , paragraphs 3 and 4 , of the kyoto protocol ; 3. further requests the secretariat to continue the current practice of including , in its annual report on the technical review of greenhouse gas inve ntories repor"
0.0,0.0,0.0,1.0,5. takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraph 1 above ; 6. requests that t he actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . fccc/kp/cmp/2
0.4019,0.063,0.0,0.937,y sustainable development tool ; 4. welcomes the launch of the online platform for voluntary cancellation of certified emission reductions ; 3 5. requests the executive board and the secretariat to facilitate access to the section concerning sustainabl e development in the project and programme desi
0.6486,0.114,0.0,0.886,xecutive board to carry out the sector -specific validation functions and/or sector -specific verification functions described in the annex ; 11. requests the executive board to analyse the need for measures to ensure the continued participation of designated operational entities in the clean develo
0.4404,0.063,0.0,0.937,cases where the executive board considers that the assessment of such a request can be conducted without the project -specific information ; 13. requests the executive board to implement paragraph 12 above by revising the relevant regulations ; 14. encourages the executive board to continue the dev
0.7251,0.141,0.0,0.859,"t of digitized project and programme design d ocument forms for clean development mechanism project activities and programmes of activities ; 15. requests the executive board to develop more cost -effective and context - appropriate approaches for monitoring , reporting and verification with a focus"
0.5106,0.122,0.046,0.831,"ronmental integrity and additionality ; iv . registration of project activities and programmes and issuance of c ertified emission reductions 18. requests the executive board to develop stand -alone programme of activit ies guidance , consisting , inter alia , of a “ clean development mechanism prog"
0.0,0.0,0.0,1.0,oject activities carried out d irectly by the coordinating/managing entity without prior validation through a designated operational entity ; 20. requests the executive board to consider developing a standardized registration template using objective criteria for activities that qualify as a utomati
0.886,0.218,0.0,0.782,blic ; 22. also encourages the execu tive board to improve the user -friendliness of the existing sustainable development co -benefits tool ; 23. requests designated operational entit ies to confirm that request s for issuance of emission reductions are submitted only to the executive board ; 24. al
0.6369,0.085,0.0,0.915,signated operational entit ies to confirm that request s for issuance of emission reductions are submitted only to the executive board ; 24. also requests the executive board to examine how the information specified in paragraph 12 of appendix d to decision 3/cmp.1 can be best made publicly availabl
0.7717,0.165,0.0,0.835,"e clean development mechanism in r egions underrepresented in the mechanism and to support stakeholders at the regional and national levels ; 26. requests the executive board to expand , taking into account paragraph 28 below , the scope and scale of regional collaboration centres ’ assistance acti"
0.8834,0.22,0.0,0.78,"esources and deep gratitude to the staff that have left the secretariat for their enormous contribution to the clean d evelopment mechanism ; 28. requests the executive board to ensure the transparent and prudent management of the resources of the clean development mechanism , including the spending"
0.0,0.0,0.0,1.0,"rrently faced by participants in joint impleme ntation , with projects declining to a point where the mechanism is practically non -existent ; 4. requests the joint implementation supervisory committee to submit recommendations for consideration by the subsidiary body for implementation at its forty"
0.0,0.0,0.0,1.0,ragraph 15. available at < http : //ji.unfccc.int/sup_committee/meetings/index.html > . 6 fccc/sbi/2015/l.30 . fccc/kp/cmp/2015/8/add.2 8 5. also requests the joint implementation supervisory committee to submit recommendations for consider ation by the subsidiary body for implementation at its fort
0.3818,0.061,0.0,0.939,lessons learned from joint implementation for the possible design of mitigation mechanisms and on links and interactions with other tools ; 7 7. requests the joint implementation supervisory committee to reflect on synergies between joint implementation and other mitigation mechanisms to ensure the
0.0,0.0,0.0,1.0,"ce of double counting , in particular regarding infrastructure and technical arrangements , tools , governance structures and processes ; 8. also requests the joint implementation supervisory committee to prepare an analysis of the experiences and lessons learned referred to in paragraph 6 above , t"
0.4019,0.051,0.0,0.949,"g for the biennium 2016 –2017 , with the fees for the first year of the biennium being equal to the fees for the second year of the biennium ; 3. requests the executive secretary to notify parties connected to the international transaction log in the biennium 2016 –2017 of the annual fees , calculat"
0.4019,0.058,0.0,0.942,"from previous financial periods to cover the potential shortfall in fees due to the disconnection of parties during the biennium 2016 –2017 ; 10. requests the international transaction log administrator to provide , in its annual reports for 2 016 and 2017 , information on transactions of kyoto prot"
0.0,0.0,0.0,1.0,"nsaction log administrator to provide , in its annual reports for 2 016 and 2017 , information on transactions of kyoto protocol units ; 11. also requests the international transaction log administrator to publish , in its annual reports , a table listing the scale and the level of fees and the stat"
0.5719,0.105,0.0,0.895,"meeting of the parties to the kyoto protocol , recalling decisions 29/cmp .1 , 6/cmp.2 , 6/cmp.4 , 15/cmp.7 , 10/cmp.8 , 2/cp.7 and 2/cp.17 , 1. requests the subsidiary body for implementation to conduct the third comprehensive review of the implementation of the framework for capacity -building in"
0.5106,0.087,0.0,0.913,"under the kyoto protocol , and that meeting the mandated timelines of the review process may be challenging because of this additional work , 1. requests the secretariat to organize the review of the 2015 and 2016 greenhouse gas inventory submissions from parties included in annex i to the conventi"
0.0,0.0,0.0,1.0,"raph 1 , of the kyoto protocol , in conjunction with each other and with the review of those inventory submissions under the convention ; 2. also requests the secretariat to organize , in accordance with decisions 2/cmp.8 and 4/cmp.11 ,3 the review of the reports to facilitate the calculation of the"
0.6249,0.125,0.044,0.832,"referred to in paragraph 1 above , striving to complete each review no later than one year after the submission d ate of the report ; 3. further requests the secretariat to continue to make improvements to the crf reporter functionality , prioritizing the resolution of outstanding issues related to"
0.3182,0.05,0.0,0.95,udgetary implications of the activities to be undertaken by the secretariat pursuant to the provisions contained in paragraphs 1 and 2 above ; 6. requests that the actions of the secretariat called for in this decision be undertaken subject to the avail ability of financial resources . 8th plenary m
0.0,0.0,0.0,1.0,"uring the reporting period , and the accreditation of 5 regional implementing entities , includi ng 1 accredited during the reporting period ; 5. requests the adaptation fund board to continue its efforts to simplify accreditation procedures for national implementing entities and to report back on i"
0.7184,0.115,0.0,0.885,; 10. notes with appreciation the efforts of the adaptation fund board secretariat to organize workshops for national implementing entities ; 11. requests the adaptation fund board to provide in its reports to the conference of the parties serving as the meeting of the par ties to the kyoto protocol
0.0,0.0,0.0,1.0,of inventories under article 8 of the kyoto protocol to the review of information on assigned amounts under article 8 of the kyoto protocol ; 19. requests the administrator of the international transaction log to develop an application to facilitate the submission of the standard electroni c format
0.7709,0.178,0.0,0.822,"licable to the parties included in annex i without quantified emission limitation and reduction commitments for the second commitment period ; 7. requests the secretariat , in view of the revision of the “ guidelines for review under article 8 of the kyoto protocol ” , to modify the relevant informa"
0.0,0.0,0.0,1.0,"r article 8 of the kyoto protocol , which builds on the training pro gramme for greenhouse gas inventory review experts under the convention , 1. requests the secretariat to update and implement the courses on national systems , application of adjustments , modalities for the accounting of assigned"
0.5719,0.095,0.0,0.905,"s , ensuring that the courses incorporate the rules and modalities applicable to the second commitment period under the kyoto protoc ol ; 2. also requests the secretariat to develop and implement the courses referred to in paragraph 1 above , if possible in time for the first inventory review of the"
0.0,0.0,0.0,1.0,"rity for the developme nt of the course related to review of activities under article 3 , paragraphs 3 and 4 , of the kyoto protocol ; 3. further requests the secretariat to continue the current practice of including , in its annual report on the technical review of greenhouse gas inve ntories repor"
0.0,0.0,0.0,1.0,5. takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraph 1 above ; 6. requests that t he actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . fccc/kp/cmp/2
0.4019,0.063,0.0,0.937,y sustainable development tool ; 4. welcomes the launch of the online platform for voluntary cancellation of certified emission reductions ; 3 5. requests the executive board and the secretariat to facilitate access to the section concerning sustainabl e development in the project and programme desi
0.6486,0.114,0.0,0.886,xecutive board to carry out the sector -specific validation functions and/or sector -specific verification functions described in the annex ; 11. requests the executive board to analyse the need for measures to ensure the continued participation of designated operational entities in the clean develo
0.4404,0.063,0.0,0.937,cases where the executive board considers that the assessment of such a request can be conducted without the project -specific information ; 13. requests the executive board to implement paragraph 12 above by revising the relevant regulations ; 14. encourages the executive board to continue the dev
0.7251,0.141,0.0,0.859,"t of digitized project and programme design d ocument forms for clean development mechanism project activities and programmes of activities ; 15. requests the executive board to develop more cost -effective and context - appropriate approaches for monitoring , reporting and verification with a focus"
0.5106,0.122,0.046,0.831,"ronmental integrity and additionality ; iv . registration of project activities and programmes and issuance of c ertified emission reductions 18. requests the executive board to develop stand -alone programme of activit ies guidance , consisting , inter alia , of a “ clean development mechanism prog"
0.0,0.0,0.0,1.0,oject activities carried out d irectly by the coordinating/managing entity without prior validation through a designated operational entity ; 20. requests the executive board to consider developing a standardized registration template using objective criteria for activities that qualify as a utomati
0.886,0.218,0.0,0.782,blic ; 22. also encourages the execu tive board to improve the user -friendliness of the existing sustainable development co -benefits tool ; 23. requests designated operational entit ies to confirm that request s for issuance of emission reductions are submitted only to the executive board ; 24. al
0.6369,0.085,0.0,0.915,signated operational entit ies to confirm that request s for issuance of emission reductions are submitted only to the executive board ; 24. also requests the executive board to examine how the information specified in paragraph 12 of appendix d to decision 3/cmp.1 can be best made publicly availabl
0.7717,0.165,0.0,0.835,"e clean development mechanism in r egions underrepresented in the mechanism and to support stakeholders at the regional and national levels ; 26. requests the executive board to expand , taking into account paragraph 28 below , the scope and scale of regional collaboration centres ’ assistance acti"
0.8834,0.22,0.0,0.78,"esources and deep gratitude to the staff that have left the secretariat for their enormous contribution to the clean d evelopment mechanism ; 28. requests the executive board to ensure the transparent and prudent management of the resources of the clean development mechanism , including the spending"
0.0,0.0,0.0,1.0,"rrently faced by participants in joint impleme ntation , with projects declining to a point where the mechanism is practically non -existent ; 4. requests the joint implementation supervisory committee to submit recommendations for consideration by the subsidiary body for implementation at its forty"
0.0,0.0,0.0,1.0,ragraph 15. available at < http : //ji.unfccc.int/sup_committee/meetings/index.html > . 6 fccc/sbi/2015/l.30 . fccc/kp/cmp/2015/8/add.2 8 5. also requests the joint implementation supervisory committee to submit recommendations for consider ation by the subsidiary body for implementation at its fort
0.3818,0.061,0.0,0.939,lessons learned from joint implementation for the possible design of mitigation mechanisms and on links and interactions with other tools ; 7 7. requests the joint implementation supervisory committee to reflect on synergies between joint implementation and other mitigation mechanisms to ensure the
0.0,0.0,0.0,1.0,"ce of double counting , in particular regarding infrastructure and technical arrangements , tools , governance structures and processes ; 8. also requests the joint implementation supervisory committee to prepare an analysis of the experiences and lessons learned referred to in paragraph 6 above , t"
0.4019,0.051,0.0,0.949,"g for the biennium 2016 –2017 , with the fees for the first year of the biennium being equal to the fees for the second year of the biennium ; 3. requests the executive secretary to notify parties connected to the international transaction log in the biennium 2016 –2017 of the annual fees , calculat"
