Line,Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score
0.8591,0.228,0.0,0.772,"ommendations for all workstream activities in its workplans ; 3. welcomes the flexible workplan of the adaptation committee for 2022 –2024 ; 2 4. invites the adaptation committee to improve its efforts to measure the outreach of its events and publications by including , in its flexible workplan ,"
0.6486,0.114,0.0,0.886,"d the summary reports on the high- level ministerial dialogues referred to in paragraph 11 above , including the guidance contained therein ; 13. invites the presiden t of the conference of the parties to ensure the coherence and complementarity of the high-level ministerial dialogues ; 14. request"
0.7096,0.129,0.0,0.871,"t will also be considered as the deliberations evolve and taking into c onsideration the submissions referred to in paragrap hs 17–18 below ; 17. invites parties , constituted bodies under the convention and the paris agreement , the operating entities of the financial mechanism , climate finance i"
0.7717,0.172,0.0,0.828,"ch , inter alia , welcome s the reports of the standing committee on finance and endorsed the findings and recommendations contained therein ; 2. invites parties , the operating entities of the financial mechanism , international financial institutions and other stakeholders in the financial sector"
0.4404,0.102,0.047,0.851,"erable to the adverse effects of climate change are eligible for funding from the adaptation fund , recall s decision 1/cmp.3 , paragraph 4 , and invites the conference of the parties serving as the meeting of the parties to the kyoto protocol to request the adaptation fund board to amend the relev"
0.8834,0.204,0.0,0.796,"firms that parties to the paris agreement are eligible for membership on the adaptation fund board , recalls decision 1/cmp.3 , paragraph 4 , and invites the conference of the parties serving as the meeting of the parties to the kyoto protocol to request the adaptation fund board to amend the relev"
0.8225,0.167,0.0,0.833,"on workshop on information to be provided by parties in accordance with article 9 , paragraph 5 , of the paris agreement held on 11 june 2021 and invites parties and relevant institutions to consider the key findings and messages contained therein ; 9. recalls that the next biennial in-session work"
0.6908,0.119,0.0,0.881,"rties to submit their second biennial communications in 2022 , in accordance with decision 12/cma.1 , paragraph 4 , before 31 december 2022 ; 13. invites developed country parties to take into account the areas for improvement identified in the summary report referred to in paragraph 8 above in pre"
0.8481,0.207,0.0,0.793,logy framework ; 2. welcomes the continuing collaboration of the technology executive committee and the climate technology centre and network and invites them to strengthen their collaboration and the provision of feedback between them with a view to ensuring coherence and synergy and effective imp
0.8957,0.289,0.0,0.711,"ations on how to stimulate the uptake of climate technology solutions to support the implementation of nationally determined contributions ; 5 5. invites parties and relevant stakeholders , in planning and implementing action related to nationally determined contributions , to consider and build on"
0.0,0.0,0.0,1.0,"rmined contributions , to consider and build on the recommendations contained in the joint publication referred to in paragraph 4 above ; 6. also invites the technology executive committee and the climate technology centre and network to : ( a ) continue their work on technology and nationally dete"
0.8271,0.186,0.0,0.814,"1/10/add.3 23 stakeholders , thereby facilitating progress in successfully implementing activ ities in its rolling workplan for 2019– 2022 ; 6 8. invites parties and relevant stakeholders to consider the key messages and recommendations of the technology executive committee for 2020– 2021 on techno"
0.7597,0.165,0.0,0.835,"nder balance is achieved with regard to the speakers at all its events in 2021 , and looks forward to its continuing efforts on this matter ; 12. invites the technology executive committee to further increase its activitie s on outreach and stakeholder engagement to disseminate its policy and publi"
0.0,0.0,0.0,1.0,"do , republic of korea , which will focus its work on , inter alia , collaborating with the green climate fund and research and development , and invites the climate technology centre and network to report on experience and lessons learned therefrom ; 6 available at https : //unfccc.int/ttclear/tec"
0.6908,0.122,0.0,0.878,"development through small and medium -sized enterprises , and its efforts to enhance engagement with the private sector and network members ; 21. invites the climate technology centre and network to continue its efforts to support developing countries in preparing and updating technology needs asse"
0.5859,0.107,0.0,0.893,"es in preparing and updating technology needs assessments and technology action plans , as well as their implementation , upon request ; 22. also invites the climate technology centre and network to continue providing support for enhancing the capacity of national designated entities in developing"
0.8271,0.175,0.0,0.825,"reports of the paris committee on capacity- building for 2020 and 20211 and takes note of the recommendations contained in the 2021 report ; 2 2. invites parties , as appropriate , the operating entities of the financial mechanism , the constituted bodies under the paris agreement , united nations"
0.8225,0.177,0.0,0.823,"overy ; 5 9. notes that capacity gaps and needs still exist in developing countries pertaining to the implementation of the paris agreement ; 10. invites parties and relevant institutions , as appropriate , to provide support and resources to the paris committee on capacity -building for implementi"
0.0,0.0,0.0,1.0,"mittee and its expert groups in 2020– 2021 ; ( b ) organizations that have submitted information pursuant to decision 2/cma.2 , paragraph 44 ; 6. invites organizations , bodies , networks and experts to include the following when reporting on the technical assistance provided to developing countrie"
0.969,0.423,0.0,0.577,"ng i nto account the elements identified as effective in supporting implementation as well as gaps , needs and opportunities for improvement ; 5. invites parties and relevant non -party stakeholders to engage in and support implementation of the glasgow work programm e while maintaining a country -"
0.7783,0.178,0.0,0.822,"-party stakeholders to engage in and support implementation of the glasgow work programm e while maintaining a country -driven approach ; 6. also invites multilateral and bilateral institutions and organizations , including the operating entities of the financial mechanism , as appropriate , to pro"
0.6369,0.126,0.0,0.874,"nfcc c process for consideration by the subsidiary body for implementation at its sixty- fourth and seventy- fourth sessions , respectively ; 13. invites parties and observers to submit their views on matters to be addressed at the in-session workshop referred to in pa ragraph 11 ( f ) above via th"
0.5267,0.087,0.0,0.913,"tivity 1 of the workplan contained in annex i , forwarded by the forum in the 2020 –2021 annual report of the katowice committee on impacts , and invites parties to implement them , as applicable ; 6. adopts the revised rules of procedure of the katowice committee on impacts contained in annex ii ;"
0.4019,0.05,0.0,0.95,carried out by the katowice committee on impacts and notes that further regional workshops on acti vity 3 could be decided on by the forum ; 11. invites parties and observers to submit via the submission portal5 by april 2022 their views on the elements of the midterm review of the workplan of the
0.4767,0.061,0.0,0.939,"ommittee ) as contai ned in the annex,2 in accordance with paragraphs 17 –18 of the annex to decision 20/cma.1 , for its effective operation ; 2. invites the committee to continue and accelerate its work with urgency on its remaining rules of procedure in accordance with paragraphs 17–18 of the ann"
0.8442,0.165,0.0,0.835,"rst session , consider that the adaptation fund may serve the paris agreement , in accordance wi th paragraphs 60 and 61 of decision 1/cp.21 ; 9. invites the conference of the parties , at its twenty -second session ( november 2016 ) , to request the ad hoc working group on the paris agreement to u"
0.6597,0.101,0.0,0.899,"e fund , and report back to the conference of the parties serving as the meeting of the parties to the kyoto protocol at its twelfth session ; 9. invites the executive board , as part of the implementation of paragraph 8 above , to consider hosting an in -session workshop at the forty -fourth sessi"
0.4767,0.095,0.0,0.905,"ons to address : ( a ) concerns raised by stakeholders ; ( b ) validation by an accredited independent ent ity of post -registration changes ; 6. invites parties and admitted observer organizations to submit , by 31 march 2016 , their views on experiences and lessons learned from joint implementati"
0.6705,0.118,0.0,0.882,"n , will explore potential ways for enhancing capacity -building by sharing information and varied experiences related to the kyoto protocol ; 3. invites parties to submit via the submissions portal ,1 by 9 march 2016 , as part of their annual s ubmissions pursuant to decision 6/cmp.2 , suggestions"
0.8923,0.206,0.0,0.794,"izing the resolution of outstanding issues related to transparency and accuracy , noting that the crf reporter is not yet fully fu nctioning ; 4. invites parties included in annex i that have not yet submitted their 2015 greenhouse gas inventories and supplementary information required under articl"
0.4019,0.053,0.0,0.947,"ns for 2016 and 2017 contained in annex i , covering 28.8 per cent of the indicative contributions specified in table 1 of decision 22/cp.21 ; 3. invites all parties to the kyoto protocol to note that contributions to the core budget are due on 1 january of each year in accordance with paragraph 8"
0.8442,0.165,0.0,0.835,"rst session , consider that the adaptation fund may serve the paris agreement , in accordance wi th paragraphs 60 and 61 of decision 1/cp.21 ; 9. invites the conference of the parties , at its twenty -second session ( november 2016 ) , to request the ad hoc working group on the paris agreement to u"
0.6597,0.101,0.0,0.899,"e fund , and report back to the conference of the parties serving as the meeting of the parties to the kyoto protocol at its twelfth session ; 9. invites the executive board , as part of the implementation of paragraph 8 above , to consider hosting an in -session workshop at the forty -fourth sessi"
0.4767,0.095,0.0,0.905,"ons to address : ( a ) concerns raised by stakeholders ; ( b ) validation by an accredited independent ent ity of post -registration changes ; 6. invites parties and admitted observer organizations to submit , by 31 march 2016 , their views on experiences and lessons learned from joint implementati"
0.6705,0.118,0.0,0.882,"n , will explore potential ways for enhancing capacity -building by sharing information and varied experiences related to the kyoto protocol ; 3. invites parties to submit via the submissions portal ,1 by 9 march 2016 , as part of their annual s ubmissions pursuant to decision 6/cmp.2 , suggestions"
0.8923,0.206,0.0,0.794,"izing the resolution of outstanding issues related to transparency and accuracy , noting that the crf reporter is not yet fully fu nctioning ; 4. invites parties included in annex i that have not yet submitted their 2015 greenhouse gas inventories and supplementary information required under articl"
0.4019,0.053,0.0,0.947,"ns for 2016 and 2017 contained in annex i , covering 28.8 per cent of the indicative contributions specified in table 1 of decision 22/cp.21 ; 3. invites all parties to the kyoto protocol to note that contributions to the core budget are due on 1 january of each year in accordance with paragraph 8"
0.7579,0.161,0.0,0.839,"n on the financial status of the adaptation fund wit h a view to the third review of the adaptation fund being finalized at the same session ; 3. invites parties and observer organizations , as well as other interested international organizations , stakeholders and non -governmental organizations i"
0.4019,0.07,0.0,0.93,aptation -fund.org/document/independent -evaluation -of-the-adaptation - fund-first-phase -evaluation -report/ > . fccc/kp/cmp/2016/8/add.1 7 14. invites the conference of the parties to bring the infor mation referred to i n paragraph 13 above to the attention of the ad hoc working group on the pa
0.4019,0.063,0.0,0.937,"the executive board to continue its activities in response to decision 6/cmp.11 , paragraph 14 ; iii . regional and subregional distribution 10. invites the executive board to further work on the development of simplified clean development mechanism methodolog ies and standardized baselines , whil"
0.4019,0.063,0.0,0.937,merging areas should also be taken into consideration in the further implementation of capacity -building activities in developing countries ; 2. invites parties to continue to implement the framework for capacity -building in developing countries under the kyoto protocol by : ( a ) enhancing consu
0.8316,0.196,0.0,0.804,"h south –south cooperation ; ( d ) strengthening the capacity of designated national authorities through regional collaboration centers ; 3. also invites parties to consider how to enhance existing reporting on the impacts of capac ity-building activities , good practices and lessons learned and on"
0.7964,0.162,0.0,0.838,"lessons learned and on how they are fed back into relevant processes to enhance the implementation of capacity -building activities ; 4. further invites all parties to cooperate to enhance the capacity of developing country parties to implement the kyoto protocol , and developed country parties to"
0.8481,0.226,0.0,0.774,"implement the kyoto protocol , and developed country parties to enhance support for capacity -building actions in developing country parties ; 5. invites relevant intergovernmenta l and non -governmental organizations , as well as the private sector , academia and other stakeholders , to continue i"
0.7964,0.15,0.0,0.85,"mpleting that review at the seventeenth session of the conference of the parties serving as the meeting of the parties to the kyoto protocol ; 7. invites parties , observers and other stakeholders to submit , by 9 march 2017 , the ir views on the fourth review of the implementation of the framework"
0.7964,0.153,0.0,0.847,"thirteenth session of the conference of the parties serving as the meeting of the parties to the kyoto protocol ( november 2017 ) ; 1 , 2 8. also invites parties and observers to submit , by 9 march 2017 , suggestions for potential topic s related to the kyoto protocol for the 6th meeting of the du"
0.7964,0.168,0.0,0.832,"guide the implementation of , capacity -building activities in countries wit h economies in transition that are currently receiving support ; 3. invites parties included in annex ii to the convention and other parties in a position to do so , the global environment facility , multilateral and bila"
0.4019,0.053,0.0,0.947,"for 2018 and 2019 contained in the annex , covering 15.0 per cent of the indicative contributions specified in table 1 of decision 21/cp.23 ; 3. invites all parties to the kyoto protocol to note that contributions to the core budget are due on 1 january of each year in accordance with paragraph 8"
0.6597,0.107,0.0,0.893,"of contributions covers 10.0 per cent of the indicative contributions specified in table 1 of the decision referred to in paragraph 1 above ; 4. invites all parties to the kyoto protocol to note that each party shal l , prior to 1 j anuary of each year , inform the secretariat of the contribution"
0.8979,0.202,0.0,0.798,20. also decides to authorize the transfer of usd 20 million from the trust fund for the clean development mechanism to the adaptation fund ; 21. invites the conference of the parties serving as the meeting of the partie s to the paris agreement to allocate the equivalent amount referred to in para
0.9081,0.256,0.0,0.744,"ccordance with decision 1/cmp.8 , paragraph 21 , with a view to the fourth review of the adaptation fund being finalized at the same session ; 3. invites parties to the kyoto protocol , parties to the paris agreement and observer organizations , as well as other interested international organizatio"
0.9186,0.23,0.0,0.77,eration and adoption by the conference of the parties serving as the meeting of the parties to the kyoto protocol at its seventeenth session ; 7. invites the conference of the parties serving as the meeting of the parties to the paris agreement to consider the outcomes of the review at its fourth s
0.7906,0.163,0.0,0.837,"es ; 6. notes that , while progress has been made , gaps and needs remain in addressing the priority areas as contained in decision 29/cmp.1 ; 7. invites parties to foster networking and enhance their collaboration with academia and research centres with a view to promoting individual , institution"
0.6597,0.116,0.0,0.884,"dentify and disseminate lessons learned to enhance the implementation of capacity -building activities , including through the durban forum ; 12. invites parties to cooperate in order to enhance the capacity of developing countries to implement the kyoto protocol and also invites parties , as appro"
0.7964,0.168,0.0,0.832,"durban forum ; 12. invites parties to cooperate in order to enhance the capacity of developing countries to implement the kyoto protocol and also invites parties , as appropriate , and other stakeholders to continue to provide support for capacity -building actions in developing countries ; fccc/kp"
0.9313,0.268,0.0,0.732,"al ways for enhancing capacity -building in countries with economies in transition by sharing examples of best practices and lessons learned ; 4. invites parties to enhance reporting on best practices related to capacity -building in their national communications , biennial reports , submissions an"
0.6597,0.112,0.0,0.888,"with a view to furthering learning and broadening the impact of capacity -building activities in countries with economies in transition ; 5. also invites parties included in annex ii to the convention and other parties in a position to do so , the global environment facility , multilateral and bila"
0.6597,0.124,0.0,0.876,continue to provide support for capacity -building activities in countries with economies in transition ; fccc/kp/cmp/2021/ 8/add.1 17 6. further invites parties and relevant institutions to provide information on capacity - building activities in countries with economies in transition to the secre
0.6597,0.103,0.0,0.897,"icative scale of contributions covers 11 per cent of the contributions specified in table 1 of the decision referred to in paragraph 1 above ; 4. invites all parties to the kyoto protocol to note that each party shall , prior to 1 january of each year , inform the secretariat of the contribution it"
0.8658,0.192,0.0,0.808,he details of the receiving account shall be communicated to the mechanism registry to enable their re - creation in the mechanism registry ; 10. invites the conference of the parties serving as the meeting of the parties to the paris agreement to request the supervisory body to cooperate with the
0.836,0.187,0.0,0.813,"n fund , as needed ; 16. further requests the board to increase the gender -responsiveness of the resources provided by the adaptation fund ; 17. invites the board to consider ways to strengthen the engagement of the adaptation fund with the private sector in order to increase private sector partic"
0.8957,0.242,0.0,0.758,n fund policy and guidance documents and readiness activities are available or conducted in multiple official languages of the united nations and invites the adaptation fund board to continue to strengthen its provision of support and country engagement at the regional level ; 19. requests the subs
0.8979,0.199,0.0,0.801,"e depositary of the agreement and to have it open for signature in new york , united states of america , from 22 april 2016 to 21 april 2017 ; 3. invites the secretary -general to convene a high -level signature ceremony for the agreement on 22 a pril 2016 ; 4. also invites all parties to the conve"
0.8979,0.206,0.0,0.794,"16 to 21 april 2017 ; 3. invites the secretary -general to convene a high -level signature ceremony for the agreement on 22 a pril 2016 ; 4. also invites all parties to the convention to sign the agreement at the ceremony to be convened by the secretary -general , or at their earliest opportunity ,"
0.9022,0.251,0.0,0.749,"f the agreement and to inform the preparation of nationally determined contributions pursuant to article 4 , paragraph 8 , of the agreement ; 21. invites the intergovernmental panel on climate change to provide a special report in 2018 on the impacts of global warming of 1.5 °c above pre -industria"
0.891,0.265,0.042,0.692,pre -industrial levels and related global greenhouse gas emission pathways ; iii . decisions to give effect to the agreement mitigation 22. also invites parties to communicate their first nationally determined contribution no later than when the party submits its respective instrument of ratificat
0.8934,0.247,0.04,0.713,"the agreement and the exchange of information , experiences , and best practices amongst parties to raise their resilience to these impacts ; 35. invites parties to communicate , by 2020 , to the secretariat mid -century , long -term low greenhouse gas emission development strategies in accordance"
0.6486,0.178,0.063,0.759,"methodologies for assessing adaptation needs with a view to assisting developing country parties , without placing an undue burden on them ; 43. invites all relevant united nations agencies and international , regional and national financial institutions to provide information to parties through t"
0.9403,0.258,0.0,0.742,eeting of the parties to the kyoto protocol and the conference of the parties serving as the meeting of the parties to the par is agreement ; 60. invites the conference of the parties serving as the meeting of the parties to the kyoto protocol to consider the issue referred to in paragraph 59 above
0.6731,0.129,0.0,0.871,recommending a draft decision on this matter for considerat ion and adoption by the conference of the parties at its twenty -second session ; 77. invites parties to submit their views on the membership of the paris committee on capacity -building by 9 march 2016 ; 2 78. requests the secretariat to
0.8957,0.211,0.0,0.789,"d in article 6 of the convention and in article 12 of the agreement , are adequately considered in their contribution to capacity -building ; 83. invites the conference of the parties serving as the meeting of the parties to the paris agreement , at its first session , to explore ways of enhancing"
0.9756,0.393,0.0,0.607,the parties should appoint one champion who should serve for two years and succeed the previously appointed champion whose term has ended ; 123. invites all interested parties and relevant organizations to provide support for the work of the champions referred to in paragraph 121 above ; 124. deci
0.8158,0.164,0.0,0.836,"referred to in paragraph 113 above , an assessment of the process referred to in paragraph 124 above , so as to improve its effectiveness ; 132. invites parties and observer organizations to submit information on the opportunities referred to in paragraph 125 above by 3 february 2016 ; v. non-part"
0.4019,0.062,0.0,0.938,"climate change , including those of civil society , the private sector , financial institutions , cities and other subnational authorities ; 134. invites the non-party stakeholders referred to in paragraph 133 above to scale up their efforts and support actions to reduce emissions and/or to build r"
0.802,0.174,0.0,0.826,1 above ; 3. notes with appreciation the progress made by the adaptation committee in the implementation of its first three -year workplan ; 2 4. invites the intergovernmental panel on climate change to enhance outreach activities that would facilitate policymakers ’ understanding of the impact of
0.7845,0.2,0.042,0.758,ider how it can help parties align their technology needs assessments with th e process to formulate and implement national adaptation plans ; 6. invites parties to take into account climate risk screening of national development strategies and policies aimed at enhancing livelihoods and economic d
0.0,0.0,0.0,1.0,"activities , in particular development planning processes and strategies within relevant sectors and at different levels of decision -making ; 6. invites the green climate fund , as an operating entity of the financial mechanism , in accordance with paragraphs 36 and 40 of its governing instrument,"
0.9403,0.305,0.0,0.695,"nstrument,5 to consider how to improve access to financial support for the process to formulate and implement national adaptation plans ; 7. also invites developed country parties to contribute to the l east developed countries fund and the special climate change fund ; 8. encourages united nations"
0.6705,0.129,0.0,0.871,"relevant organizations to continue their efforts to coordinate support for the process to formulate and implement national adaptation plans ; 9. invites united nations organizations , specialized , bilateral and multilateral agencies and other relevant organizations to consider the gaps and needs"
0.6597,0.107,0.0,0.893,ideration by the conference of the parties at its twenty -second session ; 11. also requests the members of the standing committee on finance and invites parties and observer organizations to submit their views on the terms of reference for the review of 1 fccc/cp/2015/8 . 2 as contained in documen
0.2732,0.061,0.036,0.903,"e procedures parties and affected individuals should follow when seeking redress until the independent redress mechanism is operationalized ; 21. invites the board of the green climate fund to take into account in its programmati c priorities the cancun adaptation framework , in particular the prin"
0.0,0.0,0.0,1.0,"ular the principles referred to in decision 1/cp.16 , paragraph 12 , and the activities referred to in decision 1/cp.16 , paragraph 14 ; 22. also invites the board of the green climate fund , in line with paragraph 38 of the governing instrument of the green climate fund,6 to consider ways to provi"
0.7096,0.141,0.038,0.82,"on the steps it has taken to implement the guidance provided in this decision and other relevant decisions of the conference of the parties ; 29. invites parties to submit to the secretariat annually , in writing and no later than 10 weeks prior to each session of th e conference of the parties , t"
-0.0258,0.066,0.068,0.865,"n and forest degradation in line with the programming direct ions of the sixth replenishment of the global environment facility trust fund ; 3 3. invites the global environment facility to continue to provide finance to the activities referred to in paragraph 2 above , also taking into account deci"
0.4939,0.103,0.042,0.856,"es to further articulate and build on the complementarity of their policies and programmes within the financial mechanism of the convention ; 15. invites parties to submit to the secretariat annually , in writing and no later than 10 weeks prior to e ach session of the conference of the parties , t"
0.6597,0.112,0.0,0.888,"by parties included in annex i to the convention in the context of its workplan on the measurement , reporting and verification of support ; 15. invites the subsidiary body for implementation to take into consideration the adjustments referred to i n paragraph 6 above in its revision of the “ guid"
0.6808,0.115,0.0,0.885,"entre and ne twork for 2015,1 which contains information on their respective activities and on the performance of their respective functions ; 2. invites the technology executive committee and the advisory board of the climate technology centre and network to update the procedures2 for preparing th"
0.4019,0.055,0.0,0.945,ard of the climate technology centre and network to update the procedures2 for preparing the joint chapter of their joint annual report ; 3. also invites parties and all relevant entities working on techno logy development and transfer to consider the key messages contained in the report referred t
0.4019,0.055,0.0,0.945,"ph 4 above , and make it available in early 2016 to developing countr y parties for use in informing the technology needs assessment process ; 6. invites the climate technology centre and network to use the guidance referred to in paragraph 5 above when re sponding to requests from developing count"
0.0,0.0,0.0,1.0,"facility to the activities of the climate technology centre and network and looks forward to ongoing cooperation between these two entities ; 4. invites the board of the green climate fund to provide its recommendations , in accordance with decision 1/cp.18 , paragraph 62 , for consideration by th"
0.4019,0.054,0.0,0.946,"e conference of the parties at its twenty -second s ession , taking into consideration the recommendations referred to in paragraph 4 above ; 10. invites the board of the green climate fund , in line with paragraph 38 of the governing instrument of the green climate fund ,2 to consider ways to prov"
0.6908,0.138,0.0,0.862,cretariat to prepare a technical paper based on the terms of reference referred to in paragraph 1 above as input to the comprehensive review ; 4. invites parties and observer organizations to submit their views on the comprehensive review by 9 march 20161 for compilation by the secretariat into a m
0.4019,0.066,0.0,0.934,"participation of parties , representatives of the relevant bodies established under the convention , and relevant experts and practitioners ; 8. invites representatives of the relevant bodies established under the convention , operating entiti es of the financial mechanism of the convention , inte"
0.4215,0.083,0.0,0.917,: //www.unfccc.int/5900 > . observer organizations should e -mail their submissions to < secretariat @ unfccc.int > . fccc/cp/2015/10/add.3 3 10. invites united nations agencies and multilateral organizations to provide information to the secretariat for the capacity -building portal ; 2 11. also i
0.6705,0.121,0.0,0.879,"s united nations agencies and multilateral organizations to provide information to the secretariat for the capacity -building portal ; 2 11. also invites parties to submit via the submissions portal3 by 9 march 2016 , as part of their annual submissions pursuant to decision 4/cp.12 , suggestions on"
0.802,0.174,0.0,0.826,"the progress made in providing financial support and implementing activities to contribute to the implementation of the doha work programme ; 4. invites multilateral and bilateral institutions and organizations , the private sector and donors to report on financial resources provided to support th"
0.4588,0.093,0.0,0.907,"oaches , fccc/cp/2015/10/add.3 12 such as joint mitigation and adaptat ion approaches for the integral and sustainable management of forests ; 7. invites parties that want to implement alternative policy approaches , such as joint mitigation and adaptation approaches for the integral and sustainabl"
0.9485,0.347,0.0,0.653,encourages developing country parties to share the information referred to in paragraph 2 above via the web platform on the unfccc website ; 1 4. invites interested developing country parties to communicate the information referred to in paragraph 2 above for consideration by interested parties and
0.875,0.204,0.0,0.796,"from the paris agreement and the decisions adopted by the conference of the parties at its twenty -first session , as determined by parties ; 3. invites the least developed countries expert group to consider the need to update the least developed countries work programme and to make recommendation"
0.5106,0.095,0.0,0.905,"s to nominate one focal point each for the least developed countries expert group with a view to enhancing collaboration with those centres ; 11. invites the least developed countries expert group to invite representatives of global programmes , projects and/or networks that support the process to"
0.7717,0.143,0.0,0.857,"cale of contributions for 2016 and 2017 contained in the annex , covering 71.2 per cent of the indicative contributions specified in table 1 ; 6. invites the conference of the parties serving as the meeting of the parties to the kyoto protocol , at its eleventh session , to endorse the elements of"
0.8555,0.188,0.0,0.812,"o the kyoto protocol , at its eleventh session , to endorse the elements of the recommend ed budget as it applies to the kyoto protocol ; 7. also invites the united nations general assembly to decide at its seventieth session on the issue of meeting the conference services expenses from the united"
0.6705,0.105,0.0,0.895,"gulations and rules of the united nations ,4 which would require the surrender of the accumulated surplus referred to in paragraph 12 above ; 14. invites all parties to the convention to note that contributions to the core budget are due on 1 january of each year , in accordance with paragraph 8 ("
0.9118,0.223,0.0,0.777,note of the funding estimates for the trust fund for participation in the unfccc process specified by the executive sec retary ( table 4 ) ; 18. invites parties to make contributions to the trust fund for participation in the unfccc process ; 19. takes note of the funding estimates for the trust f
0.8519,0.193,0.0,0.807,"e trust fund for supplementary activities specified by the executive secretary ( eur 51,647 , 777 for the biennium 2016 –2017 ) ( table 5 ) ; 20. invites parties to make contributions to the trust fund for supplementary activities ; 21. requests the executive secretary to report to the conference o"
0.7964,0.15,0.0,0.85,"ession of the conference of the parties serving as the meeting of the parties to the kyoto protocol would come from the asia -pacific states ; 4. invites parties to undertake further consultations on the hosting of those sessions , which will be held from monday , 6 november , to friday , 17 novemb"
0.7964,0.147,0.0,0.853,"ion of the conference of the parties serving as the meeting of the parties to the kyoto protocol would come from the eastern european states ; 7. invites parties to undertake further consult ations on the hosting of those sessions , which will be held from monday , 5 november , to friday , 16 novem"
0.965,0.382,0.0,0.618,"s agreement by almost all parties to the convention ; 3. congratulates parties that have ratif ied , accepted or approved the paris agreement and invites those that have not done so to deposit their instruments of ratification , acceptance , approval or accession , where appropriate , with the depo"
0.926,0.261,0.0,0.739,"the conference of the parties serving as the meeting of the parties to the paris agreement ; 1 decision 1/cma.1 , paragraphs 5 –7 , reads : “ 5 . invites the conference of the parties to continue to oversee the implementation of the work programme under the paris agreement in accordance with the ar"
0.6597,0.114,0.0,0.886,"n conjunction with the twenty -fourth session of the conference of the parties ( december 2018 ) for its considerati on and adoption ; “ 6 . also invites the conference of the parties to continue to oversee the work on further guidance in relation to the adaptation communication , including , inter"
0.8074,0.165,0.0,0.835,"as a component of nationally determined contributions , referred to in a rticle 7 , paragraphs 10 and 11 , of the paris agreement ; “ 7 . further invites the conference of the parties to continue to oversee the work on the development of modalities and procedures for the operation and use of a publ"
0.8658,0.22,0.0,0.78,"ss the governance and institutional arrangements , safeguards and operating modalities for the adaptation fund to serve the paris agreement ; 15. invites parties to submit , by 31 march 2017 , their views on the governance and institutional arrangements , safeguards and operating modalities for the"
0.4019,0.07,0.0,0.93,"decision 2/cp.19 ; 1 fccc/sb/2016/3 . 2 fccc/sb/2014/4 , annex ii . 3 contained in document fccc/sb/2016/3 , annex i. fccc/cp/2016/ 10/add.1 9 5. invites parties and relevant organizations to submit views and relevant input s on possible activities under each strategic workstream as contained in th"
0.4215,0.065,0.0,0.935,"that the executive committee will evaluate progress towards implementing its five-year rolling workplan on an interim basis , as appropriate ; 8. invites constituted bodies under the convention , as appropriate , as those bodies undertake their work , to continue or to initiate , as appropriate , t"
0.8316,0.192,0.0,0.808,"anagement into relevant planning and action , as appropriate , and to encourage bilateral and multilateral entities to support such efforts ; 10. invites united nations and other relevan t institutions , specialized agencies and entities , the research community and the private sector , as appropri"
-0.91,0.0,0.243,0.757,"cing the implementation of approaches to address loss and damage associated with the adverse impacts of climate change at the national level ; 5. invites the paris committee on capac ity-building , within the scope of its workplan , to consider a future theme on addressing loss and damage ; 6. requ"
0.7096,0.146,0.04,0.814,"e twenty -seventh session of the conference of the parties , with a view to adopting an ap propriate decision on the outcome of that review ; 12. invites parties to submit via the submission portal,6 no later than three months prior to the twenty -seventh session of the conference of the parties ,"
0.7717,0.155,0.0,0.845,orm ance of the adaptation committee and on the review process referred to in paragraph 11 above with a view to informing that process ; 13. also invites relevant institutional arrangements under the convention and non -party stakeholders to further strengthen finan cial and technical support and c
0.6597,0.116,0.0,0.884,"ubsequent implementation of policies , projects and programmes of developing country parties as requested in decision 1/cp.21 , paragraph 46 ; 6. invites devel oping country parties to access the funding referred to in paragraph 4 above in order to advance the formulation of their national adaptati"
0.875,0.216,0.0,0.784,"tries fund ; 10. encourages developed country parties to contribute to the least developed countries fund and the special climate change fund and invites additional voluntary financial contributions to the least developed countries fund , the special climate change fund and other funds under the fi"
0.7783,0.163,0.0,0.837,s to formulate and implement national adaptation plans are supported either by bilateral and multilateral agencies or by domestic resources ; 12. invites parties to continue to provide information on progress made towards the achievement of the objectives of the process to formulate and implement n
0.4019,0.109,0.052,0.839,"nificantly scale up adaptation finance , while stressing the need to strive for a greater balance between adaptation and mitigation finance , and invites parties and rele vant institutions to consider the key messages from the in -session workshop referred to in paragraph 6 above , including that :"
0.7964,0.155,0.0,0.845,"in paragraph 12 below ; 11. welcomes the submission of the first biennial update rep orts submitted by 34 developing country parties to date and invites developing country parties that have not already done so to submit their biennial update reports as soon as possible , recalling decision 2/cp.17"
0.5106,0.066,0.0,0.934,"s note of the summary report on the 2016 forum , including the recommendations and follow -up activities of the standing committee on finance and invites the standing committee on finance to follow up on the recommendations in its 2017 workplan ; 4 8. expresses its gratitude to the government of th"
0.8176,0.15,0.0,0.85,philippines and the asian development bank for th eir support in ensuring the success of the 2016 forum of the standing committee on finance ; 9. invites the standing committee on finance to continue its deliberations on the topic of its 2017 forum at its first meeting in 2017 ; 10. reiterates that
