Line,Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score
0.6124,0.109,0.0,0.891,"the 2018 ba identifies the improvements listed in paragraphs 12 –16 below in the tracking and reporting of information on climate finance . ( a ) annex ii parties 12. revision of the biennial report ( br ) common tabular format ( ctf ) tables 7 , 7 ( a ) and 7 ( b ) has facilitated the provision of"
0.6597,0.107,0.0,0.893,he provision of more qualitative information on the definitions and fccc/cp/2018/10/add.1 18 underlying methodologies used by parties included in annex ii to the convention ( an nex ii parties ) in the documentation boxes in the br3 ctf tables . the br3 ctf tables submitted as at october 2018 sugges
0.875,0.245,0.0,0.755,"ate how mdb financing supports climate -resilient development pathways are an important step in this direction . ( c ) insights into reporting by annex ii parties and non -annex i parties 17. notwithstanding the improvements in methodologies for reporting climate finance via the br3 ctf t ables 7 ,"
0.7964,0.159,0.0,0.841,"tainable transport has i mproved , with estimates for public and private investment in electric vehicle sales in 2015 and 2016 . ( a ) flows from annex ii parties to non -annex i parties as reported in biennial reports 25. climate -specific finance reported in brs submitted by annex ii parties has i"
0.9169,0.257,0.0,0.743,) flows from annex ii parties to non -annex i parties as reported in biennial reports 25. climate -specific finance reported in brs submitted by annex ii parties has increased in terms of both volume and rate of growth since the previous ba . whereas the total finance reported increased by just 5 p
0.2732,0.11,0.068,0.822,tion and forest degradation in developing countries . c bilateral climate finance data are sourced from biennial reports from parties included in annex ii to the convention ( that further include regional and other channels ) for the annual average . information related to the united states of ameri
0.5106,0.13,0.051,0.819,"tation action to address current and short - and long -term risks of climate change ; 1 fccc/sb/2018/3 . 2 contained in document fccc/sb/2012/3 , annex ii . 3 see http : //tep -a.org . 4 fccc/tp/2018/3 . 5 see document fccc/tp/2016/2 . fccc/cp/2018/10/add.1 39 12. also invites parties and interested"
0.0,0.0,0.0,1.0,"ory board ; see document fccc/sb/2018/2 , paragraph 140 . this amends paragraph 9 of the constitution of the advisory board ( decision 14/cp.18 , annex ii ) and paragraph 9 of the board ’ s rules of procedure ( decision 25/cp.19 , annex ii ) . fccc/cp/2018/ 10/add.2 5 decision 14/cp.24 linkages betw"
0.0,0.0,0.0,1.0,"the constitution of the advisory board ( decision 14/cp.18 , annex ii ) and paragraph 9 of the board ’ s rules of procedure ( decision 25/cp.19 , annex ii ) . fccc/cp/2018/ 10/add.2 5 decision 14/cp.24 linkages between the technology mechanism and the financial mechanism of the convention the confer"
0.1779,0.033,0.0,0.967,"3. adopt the workplan of the forum on the impact of the implementation of response measures and its katowice committee on impacts as contained in annex ii ; 4. decide that the forum on the impact of the implementation of response measures , in the context of the implementation of the workplan , may"
0.4939,0.065,0.0,0.935,"e paris agreement , the provision of the convention , the kyoto protocol or the paris agreem ent shall take precedence . fccc/cp/2019/13/add.1 22 annex ii workplan of the forum on the impact of the implementation of response measures and its katowice committee of experts on the impacts of the implem"
0.8689,0.236,0.0,0.764,"ectiveness of already implemented adaptation m easures . viii . financial , technological and c apacity -building support 48. parties included in annex ii to the convention ( annex ii parties ) shall provide information on the provision of financial , technological and capacity -building support to"
0.91,0.273,0.0,0.727,"nted adaptation m easures . viii . financial , technological and c apacity -building support 48. parties included in annex ii to the convention ( annex ii parties ) shall provide information on the provision of financial , technological and capacity -building support to parties not included in annex"
0.4019,0.062,0.0,0.938,"vities with multiple objectives , the funding could be reported as a contribution allocated partially to the other relevant objectives . 49. each annex ii party shall provide a description of its national approach to the tracking of the provision of financial , technological and capacity -building s"
0.6597,0.114,0.0,0.886,"ators and delivery mechanisms used and allocation channels tracked . 50. in reporting information in accordance with paragraphs 52 and 53 below , annex ii parties shall use any methodology to be developed under the convention , taking into account internat ional experience . annex ii parties shall d"
0.6908,0.156,0.042,0.802,"and 53 below , annex ii parties shall use any methodology to be developed under the convention , taking into account internat ional experience . annex ii parties shall describe the methodology used and shall report in a rigorous , robust and transparent manner the underlying assumptions and methodo"
0.802,0.16,0.0,0.84,"sparent manner the underlying assumptions and methodologies used to produce information on finance . fccc/cp/2019/13/add.1 47 a. finance 51. each annex ii party shall des cribe , to the extent possible , how it seeks to ensure that the resources it provides effectively address the needs of non -anne"
0.93,0.283,0.0,0.717,he resources it provides effectively address the needs of non -annex i parties with regard to climate change adaptation and mitigation . 52. each annex ii party shall provide information on the financia l support that it has disbursed and committed for the purpose of assisting non -annex i parties t
0.4019,0.059,0.0,0.941,"measures , and for capacity -building and technology transfer in the areas of mitigation and adaptation , where appropriate . to that end , each annex ii party shall provide summary information in textual and tabular format ( see tables 6 , 7 and 8 below ) on allocation channels and annual cont rib"
0.6705,0.121,0.0,0.879,"onal development banks ; ( d ) specialized united nations bodies ; ( e ) contributions through bilateral , regional and other channels . 53. each annex ii party shall provide the summary information referred to in paragraph 52 above for the previous two calendar or financial years in textual and tab"
0.7783,0.154,0.0,0.846,"cle 4 , paragraph 3 , of the conventi on , including clarification of how it has determined that such resources are new and additional . 54. each annex ii party shall provide detailed information on the assistance provided by it for the purpose of assisting developing country parties that are partic"
0.4019,0.062,0.0,0.938,"nizing that the goal of mobilizing financial resources referred to in decision 1/cp.16 , paragraph 98 , includes private financial sources , each annex ii party should report , to the extent possible , on private financial flows leveraged by bilateral climate finance towards mitigation and adaptatio"
0.836,0.198,0.0,0.802,"s and measures that promote the scaling up of private investment in mitigation and adaptation activities in developing country parties . 56. each annex ii party should specify the types of instrument used in the provision of their assistance , such as grants and concessional loans . fccc/cp/2019/13/"
0.765,0.16,0.0,0.84,"ditional . please provide this information in relation to tables 7 and 8 fccc/cp/2019/13/add.1 53 b. technology development and transfer 57. each annex ii party shall provide information on measures taken to promote , facilitate and finance the transfer of , access to and the deployment of climate -"
0.4767,0.131,0.068,0.801,"hall , where feasible , report activities related to technology transfer , including success and failure stories , using table 9 below . 58. each annex ii party shall provide , in textual and tabular formats ( see table 10 below ) , information on measures and activities related to technology transf"
0.4019,0.06,0.0,0.94,"ology transfer implemented or planned since its pre vious national communication or biennial report . in reporting such measures and activities , annex ii parties shall , to the extent possible , provide information on the recipient country , the targeted area of mitigation or adaptation , the secto"
0.6597,0.116,0.0,0.884,"hort description of the measure or activity and information on cofinancing arrangements . fccc/cp/2019/13/add.1 56 c. capacity -building 59. each annex ii party shall provide information , to the extent possible , on how it has provided capacity -building support that responds to existing and emergi"
0.6597,0.116,0.0,0.884,"b , c mitigation adaptation technology development and transfer multiple areas a to be reported to the extent possible . b each party included in annex ii to the convention shall provide information , to the extent possible , on how it has provided capacity -building support that responds to existin"
0.4019,0.059,0.0,0.941,"cp . 17 , 18/cp.22 , 1/cp.24 and 18/ cma.1 , 1. decides that the modalities and procedures for international assessment and review , contained in annex ii to decision 2/cp.17 , shall continue to be used for conducting the technical review and multilateral assessment for parties included in annex i t"
0.0,0.0,0.0,1.0,"aras . 54 –56 , an d fccc/sb/2020/2 , para . 67 . 4 see documents fccc/sbi/2019/16 , chap . iii.g and annex i ; fccc/sbi/2020/6 , chap . iv.f and annex ii ; fccc/sbi/2020/14 , chap . iii.h and annex ii ; fccc/sbi/2021/6 , chap . iv.f ; and fccc/sbi/2021/13 , chap . iii.f . 5 fccc/sbi/2022/6 , chap ."
0.0,0.0,0.0,1.0,". 4 see documents fccc/sbi/2019/16 , chap . iii.g and annex i ; fccc/sbi/2020/6 , chap . iv.f and annex ii ; fccc/sbi/2020/14 , chap . iii.h and annex ii ; fccc/sbi/2021/6 , chap . iv.f ; and fccc/sbi/2021/13 , chap . iii.f . 5 fccc/sbi/2022/6 , chap . iv.c.2 . 6 available at https : //napcentral.o"
0.0,0.0,0.0,1.0,"2 . requests the evaluation panel to prepare an evaluation report with a shortlist of up to three proposals that meet the criteria referred to in annex ii , including information on how the evaluation criteria have been applied to these proposals , and make the evaluation report available for consid"
0.6369,0.082,0.0,0.918,their fifty- eighth sessions a draft decision with one proposal to host the santiago network secretariat that best meets the criteria set out in annex ii for consideration and a doption by the governing body or bodies at their session ( s ) to be held in november –december 2023 ; “ 24 . further req
0.3818,0.058,0.0,0.942,"ll b e subject to the host organization satisfactorily fulfilling its functions . 7 as per decision 2/cma.2 , para . 46. fccc/cp/2022/10/add.1 46 annex ii * criteria to be used to evaluate proposals and select the host of the secretariat of the santiago network for averting , minimizing and addressi"
0.9136,0.265,0.0,0.735,"sharing of best practices and lessons learned ; ( e ) be able to guarantee the appropriate monitoring and tracking of the actions undertaken . * annex ii to decision 12/cma.4 , endorsed by the conference of the parties in this decision . fccc/cp/2022/10/add.1 47 iii . financ ial management 4. the f"
0.7717,0.155,0.0,0.845,"y of buildings , sustainable transport and adaptation ; the 2019 –2020 annual average of public financial support reported by parties included in annex ii to the convention in their biennial reports ( usd 40.1 billion ) represents an increase of 6 per cent from the annual average reported for 2017 –"
0.0,0.0,0.0,1.0,"2 . 7 fccc/cp/2022/8/add.5 –fccc/pa/cma/2022/ 7/add.5 . 8 fccc/cp/2022/8/add.6 –fccc/pa/cma/2022/7/add.6 . 9 fccc/cp/2022/8 –fccc/pa/cma/2022/7 , annex ii . fccc/cp/2022/10/add.2 6 annex * summary and recommendations of the fifth biennial assessment and overview of climate finance flows [ english on"
0.9293,0.255,0.0,0.745,"the meaning of those terms in the context of the convention and the paris agreement , including but not limited to flows from annex i parties and annex ii parties to non-annex i parties and mdbs ; flows from oecd members to non -members ; flows from oecd development assistance committee members to c"
0.4939,0.103,0.042,0.856,"degrees of transparency ; ( c ) in 2019 , cop 25 changed the due date for submission of the fifth biennial reports of annex i parties ( including annex ii parties ) , which were to include information on climate finance provided to non -annex i pa rties in 2019 –2020 , to no later than 31 december 2"
0.128,0.05,0.041,0.909,"ded to non -annex i pa rties in 2019 –2020 , to no later than 31 december 2022.4 therefore , during preparation of the fifth ba , the scf invited annex ii parties to provide preliminary data on climate finance provided and mobilized for 2019 and 2020. these preliminary data may be subject to change"
0.4939,0.08,0.0,0.92,"loping countries increased by between 6 and 17 per cent , depending on the source , in 2019 –2020 compared with 2017–2018 . preliminary data from annex ii part ies on climate -specific finance provided for 2019 –2020 showed that it increased by 6 per cent from 2017 –2018 to usd 40.1 billion per year"
0.8689,0.197,0.0,0.803,"the conference of the parties and the conference of the parties serving as the meeting of the parties to the paris agreement,2 in particular its annex ii ; 3. invites members of the standing committee on f inance , parties , unfccc constituted bodies and external stakeholders to submit via the subm"
0.0,0.0,0.0,1.0,"eview at the fifty -eighth sessions of the subsidiary bodies ( june 2023 ) ; 1 document kci/2019/2/4 . 2 document fccc/sb/2022/6 . 3 contained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 4 available at https : //unfccc.int/documents/624251 . the content of the note does not represent c"
0.8074,0.177,0.0,0.823,"tion of effective policies ; 5 https : //www4.unfccc.int/sites/submissionsstaging/pages/home.aspx . 6 activity e of the workplan as c ontained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 7 identify country -driven strategies and best practices on just transition of the workforce and cr"
0.6597,0.107,0.0,0.893,", as contained in the informal note by the presidencies of the twenty -second and twenty -third sessions of the conference of t he parties ( see annex ii ) ; 11. launches the talanoa dialogue , which will start in january 2018 ; iii . pre-2020 implementation and ambition noting that all parties sha"
0.7506,0.127,0.0,0.873,"paris agreement , including the issues discussed under agenda item 8 of the ad hoc working group on the paris agreement . fccc/cp/2017/11/add.1 7 annex ii * [ english only ] informal note by the presidencies of cop 22 and cop 23 17 november 2017 talanoa dialogue approac h the presidencies of cop 22"
0.6597,0.119,0.0,0.881,"eted by the conference of the parties at its twenty -seventh session ( november 2021 ) . 14th plenary meeting 18 november 2017 1 fccc/cp/2017/9 , annex ii . fccc/cp/2017/11/add.1 35 decision 12/cp.23 process to identify the information to be provided by parties in accordance with article 9 , paragr"
0.0,0.0,0.0,1.0,"tersessional work of the paris committee on capacity -building . 12th plenary meeting 17 november 201 7 1 fccc/sbi/2017/11 . 2 fccc/sbi/2017/11 , annex ii . 3 fccc/sbi/2017/11 , annex iv . 4 fccc/sbi/2017/11 , annex iii , in particular paragraphs 60 and 61. fccc/cp/2017/11/add.2 9 decision 17/cp.23"
0.7964,0.172,0.0,0.828,"f , capacity -building activities in countries with economies in transition that are currently receiving support ; 3. invites parties included in annex ii to the convention and other parties in a position to do so , the global environment facility , multilateral and bilateral ag encies , internation"
0.6597,0.114,0.0,0.886,"e provides general guidance and approaches for the technical review of information on the provision of financial resources by parties included in annex ii to the convention t o parties not included in annex i to the convention , the promotion , facilitation and financing of the transfer of technolog"
0.7783,0.161,0.0,0.839,"2016 , reach ing an annual average of usd 775 billion ; the 2017– 2018 annual average of public financial support reported by parties included in annex ii to the convention in their biennial reports4 ( usd 48.7 billion ) represents an increase of 2.7 per cent from the annual average reported for 201"
0.7579,0.158,0.0,0.842,"of the standing committee on finance , in particular the executive summary,6 and endorses its key findings and recommendations , as contained in annex ii ; 12. notes that nationally determined contributions from 153 parties included 4,274 needs , with 1,782 costed needs identified across 78 nationa"
0.4019,0.07,0.0,0.93,"ce to consider the guidance provided to it in other relevant decisions of the conference of the parties . 7 fccc/cp/2021/10 –fccc/pa/cma/2021/7 , annex ii . 8 fccc/cp/2021/10/add.5 –fccc/pa/cma/2021/7/add.5 . fccc/cp/2021/12/add.1 17 annex i * summary by the standing committee on finance of the four"
0.8176,0.162,0.0,0.838,ion are observed . progress regarding the consistency of climate finance reporting was observed in the br4 common tabular format submissions from annex ii parties and the provision of qualitative information in the documentation boxes of those tables or in the brs . one improvement relates to the re
0.9186,0.283,0.04,0.677,eworks . 18. other parties noted how the lack of a common definition affects the ability to track and assess the fulfilment of the obligations of annex ii parties under the convention and those of developed country parties under the paris agreement . a common definition c ould support the preparatio
0.7579,0.146,0.0,0.854,sons . 25. climate finance from developed to developing countries increased through various channels . total public financial support reported by annex ii parties in their brs submitted ( as at october 2020 ) amounted to usd 45.4 billion in 2017 and usd 51.8 billion in 2018. the annual average ( usd
0.8807,0.229,0.0,0.771,"sport energy efficiency estimates by 8.5 per cent to account for overlap with electric vehicle estimates , same as in previous years . ( 2 ) from annex ii to non-annex i parties . val ues derived from calculating attributed shares of annex ii parties per mdb multiplied by the climate finance provide"
0.8519,0.209,0.0,0.791,"ehicle estimates , same as in previous years . ( 2 ) from annex ii to non-annex i parties . val ues derived from calculating attributed shares of annex ii parties per mdb multiplied by the climate finance provided to non-annex i parties from mdbs ’ own resources . ( 3 ) estimates include private fin"
0.4019,0.052,0.0,0.948,"in total , usd 7.8 billion was reported as received for projects starting in 2017 and usd 2 billion for projects starting in 2018. a total of 23 annex ii parties included information on recipients of finance at either the country or project level in their br4s . 31. south– south climate finance flo"
-0.1779,0.057,0.072,0.87,ramme on reducing emissions from deforestation and forest degradation in developing countries . c bilateral climate finance data are sourced from annex ii parties ’ brs ( that further inclu de regional and other channels ) for the annual average and thematic split . the financial instrument data are
0.9153,0.247,0.0,0.753,"imate finance r elated to article 9 of the paris agreement and the long -term goal under article 2 , paragraph 1 ( c ) . fccc/cp/2021/12/add.1 32 annex ii * executive summary of the first report on the determination of the needs of developing country parties related to implementing the convention an"
0.0,0.0,0.0,1.0,"n of resources between adaptation and mitigation ; 1 fccc/cp/2020/5 and fccc/cp/2021/8 . 2 contained in green climate fund document gcf/b.27/21 , annex ii . available at https : //www.greenclimate.fund/document/gcf -b27-21 . 3 contained in global environment facility document gef/c.60/08 , annex i."
0.0,0.0,0.0,1.0,".17 , annex vii , regarding the functions of the advisory board of the climate technology centre and network , also recalling decision 14/cp.18 , annex ii , regarding the constitution of the advisory board of the climate technology centre and network , pursuant to decision 14/cp.18 , annex ii , para"
0.2023,0.038,0.0,0.962,"p.18 , annex ii , regarding the constitution of the advisory board of the climate technology centre and network , pursuant to decision 14/cp.18 , annex ii , paragraph 16 , 1. agrees to amend the constitution of the advisory board of the climate technology centre and network to that contained in the"
0.6597,0.116,0.0,0.884,"arning and broadening the impact of capacity -building activities in countries with economies in transition ; 5. also invites parties included in annex ii to the convention and other parties in a position to do so , the global environment facility , multilateral and bilateral agencies , internationa"
0.6124,0.113,0.0,0.887,"and invite parties to implement them , as applicable ; 6. adopt the revised rules of proce dure of the katowice committee on impacts contained in annex ii ; 7. recall decision 7/cma.1 and the functions of the forum and note that the forum , when considering the annual reports of the katowice committ"
0.0,0.0,0.0,1.0,"dies/constituted -bodies/kci . 2 see https : //unfccc.int/topics/mitigation/workstreams/response -measures/workshops -and-events . 3 contained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 4 decision 4/cma.2 , annex i. fccc/cp/2021/12/add.2 28 10. request the secretariat to organize a re"
0.4019,0.055,0.0,0.945,itiatives . this will enable parties to carry out their own assessments and analyses of the impacts of response measures.fccc/cp/2021/12/add.2 30 annex ii revised rules of procedure of the katowi ce committee of experts on the impacts of the implementation of response measures i. scope 1. these rule
