Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score,Line
0.5106,0.109,0.0,0.891,ppropriate calibration requirements ; ( c ) the use of sectoral and nationally collected data where appropriate ; fccc/kp/cmp/2015/8/add.2 4 16. encourages the executive board to continue its work related to the “ application of e-policy in investment analysis for additionality demonstration and sel
0.91,0.243,0.0,0.757,nd to report back to the conference of the parties serving as the meeting of the parties to the kyoto protocol at its twelfth session ; 17. also encourages the executive board to continue assessing methodologies in order to ensure environmental integrity and additionality ; iv . registration of proj
0.802,0.194,0.0,0.806,consider developing a standardized registration template using objective criteria for activities that qualify as a utomatically additional ; 21. encourages the executive board to continue its efforts in communicating the sustainable development co -benefits of clean development mechanism project act
0.9403,0.317,0.0,0.683,the sustainable development co -benefits of clean development mechanism project activities and programmes of activities to the public ; 22. also encourages the execu tive board to improve the user -friendliness of the existing sustainable development co -benefits tool ; 23. requests designated opera
0.8074,0.159,0.0,0.841,"on and that the current available funds for new projects amo unt to usd 230.5 million , resulting in a current funding gap of usd 3 million ; 8. encourages developed country parties to scale up financial resources for the implementation of adaptation projects in the active pipeline of the adaptation"
0.8316,0.18,0.0,0.82,"rder to support the resource mobilization efforts of the adaptation fund board , with a view to strengthening the adapta tion fund ; 10. further encourages the adaptation fund board , in implementing its resource mobilization strategy , to further consider all potential sources of funding ; 11. enco"
0.4404,0.065,0.0,0.935,"ages the adaptation fund board , in implementing its resource mobilization strategy , to further consider all potential sources of funding ; 11. encourages the adaptation fund board to continue its consideration of linkages between the ad aptation fund and other funds , including the green climate f"
0.7003,0.136,0.0,0.864,"ent fccc/kp/cmp/2016/4 and < http : //cdm.unfccc.int/ > . 4 to date , 62 loan agreeme nts have been entered into . fccc/kp/cmp/2016/8/add.1 9 4. encourages the executive board to continue its activities in response to decision 6/cmp.11 , paragraphs 7 and 8 ; 5. also encourages the executive board to"
0.8176,0.187,0.0,0.813,"/cmp/2016/8/add.1 9 4. encourages the executive board to continue its activities in response to decision 6/cmp.11 , paragraphs 7 and 8 ; 5. also encourages the executive board to continue the simplification of the clean development mechanism , with the aim of further simplifying and streamlining , i"
0.4404,0.068,0.0,0.932,ific validation functions and/or sector -specific verification functions described in the annex ; ii . baseline and mon itoring methodologies 8. encourages the executive board to explore possibilities for reducing the transaction costs of monitoring by expanding the use of tiered approaches offering
0.4939,0.11,0.047,0.843,"uacy and predictability of funding for the adaptation fund due to the current uncertainty about the prices of certified emission reductions ; 7. encourages the scaling -up of financial resources , including the provision of voluntary support , that is additional to the sh are of proceeds levied on c"
0.8316,0.17,0.0,0.83,", in order to support the resource mobilization efforts of the adaptation fund board with a view to strengthening the adaptation fund ; 8. also encourages the adaptation fund board , in line with its exist ing mandate , to continue its consideration of linkages between the adaptation fund and other"
0.8807,0.215,0.0,0.785,e conference of the parties serving as the meeting of the parties to the kyoto protocol at its fourteenth session ( december 2018 ) ; 9. further encourages the adaptation fund board to implement its medium -term strategy ; 8 10. encourages the adaptation fund board to continue its deliberations on e
0.7003,0.132,0.0,0.868,"col at its fourteenth session ( december 2018 ) ; 9. further encourages the adaptation fund board to implement its medium -term strategy ; 8 10. encourages the adaptation fund board to continue its deliberations on enhancing and streamlining accreditation policies for implementing entities , inclu d"
0.7906,0.163,0.0,0.837,; 6. notes the efforts made by the adaptation fund board in enhancing cooperation with other funds to ensure coherence and complementarity ; 7. encourages the adaptation fund board : ( a ) to consider options for impro vement of efficiency with regard to the operation of the adaptation fund ; ( b )
0.6808,0.128,0.0,0.872,"nd to support desi gnated national authorities in developing standardized baselines upon the request of the designated national authorities ; 2. encourages the executive board to continue its cooperation with financial institutions in response to decision 6/cmp.11 , paragraphs 7 and 8 ; 3. recognize"
0.8316,0.177,0.0,0.823,"appreciation the adaptation fund board ’ s consideration of and report on linkages to other funds to ensure coherence and complementarity ; 4 9. encourages the adaptation fund board to continue , in line with its existing mandate , its consideration of linkages between the ada ptation fund and other"
0.4404,0.059,0.0,0.941,"nd board to continue , in line with its existing mandate , its consideration of linkages between the ada ptation fund and other funds ; 10. also encourages the adaptation fund board to continue its efforts to enhance complementarity and coherence with other funds both under and outside the conventio"
0.6808,0.131,0.0,0.869,"tions and/or sector -specific verification functions described in the annex ; ii . operation and oversight of the clean development mechanism 4. encourages the executive board to review methodological approaches for calculating emission reductions from project activities , resulting in the reduced u"
0.9217,0.267,0.027,0.706,"2 as host government of the secretariat ; 9. requests the executive secretary to take further measures to recover outstanding contrib utions and encourages parties to pay those outstanding contributions as soon as possible ; 1 decisi on 15/cp.1 , annex i . 2 fccc/sbi/2018/16 and add.1 and 2 , fccc/s"
0.7184,0.122,0.0,0.878,"ches for calculating emission reductions achieved by project activities that result in reduced use of non -renewable biomass in househol ds ; 8. encourages the executive board to continue to review the methodological approaches referred to in paragraph 7 above , in particular with respect to the def"
0.9217,0.262,0.027,0.712,2019/inf.16 . fccc/kp/cmp/2019/8/add.1 28 9. requests the executive secretary to take further meas ures to recover outstanding contributions and encourages parties to pay those outstanding contributions as soon as possible ; ii . audit report and financial statements for 2018 10. takes note of the i
0.8126,0.19,0.0,0.81,tors to provide expected timelines for the completion of audit recommendations that are under implementation ; iii . other budgetary matters 15. encourages the secretar iat to enhance its implementation of decision 18/cp.24 in order to continue to improve the transparency and efficiency of the unfcc
0.9349,0.305,0.0,0.695,to improve the transparency and efficiency of the unfccc budget with a view to reducing redundancies and increasing cost -efficiency ; 16. also encourages parties to take i nto account t he budgetary implications of decisions and conclusions in advance of decision -making ; 17. welcomes the notes b
0.7096,0.121,0.0,0.879,"nd continue to be the basis for , and guide the implementation of , capacity -building activities in countries with economies in transition ; 3. encourages the engagement of countries with ec onomies in transition in future discussions at the durban forum , as appropriate , to explore potential ways"
0.8934,0.226,0.0,0.774,ecade ; 5. notes the outstanding pledged contributions to the adaptation fund and urges parties to fulfil their pledges as soon as possible ; 6. encourages continued and increased voluntary contributions of financial resources to the adaptation fund in line with the 2022 –2025 resource mobilization
0.8934,0.226,0.0,0.774,"’ s wo rk on complementarity and coherence with other multilateral climate funds with respect to accreditation and other areas of operations and encourages the board to continue this work to streamline access modalities for project approval and the interoperabili ty of reporting requirements , as ap"
0.9493,0.392,0.0,0.608,", while acknowledging opportunities for improvement with regard to , inter alia , instruments , financial windows and knowledge management ; 5. encourages the adaptation fund to strengthen ongoing efforts related to promoting resilience measures , improving policies and regulation , innovation , an"
0.7717,0.158,0.0,0.842,"ictability of its funding , acknowledges that some developed country parties have already committed to multi -year contributions to the fund and encourages additional multi -year contributi ons to the fund ; 12. notes the resource mobilization strategy of the adaptation fund ( 2017 –2020 ) ,5 which"
0.6808,0.123,0.0,0.877,"o subnational governments , the private sector and charitable foundations as possible additional sources of finance for the adap tation fund and encourages the adaptation fund board to continue its efforts to mobilize finance from a variety of sources under its next resource mobilization strategy ("
0.8957,0.232,0.0,0.768,"to continue its efforts to mobilize finance from a variety of sources under its next resource mobilization strategy ( 2022 –2025 ) ; 6 13. also encourages the adaptation fund board to continue to enhance access to the fund , including by : ( a ) strengthening engagement with and support for buildin"
0.8271,0.199,0.0,0.801,"he kyoto protocol contained in the annex , in accordance with the provisions of decision 27/cmp.1 , annex , chapter iii , paragraph 2 ( d ) ; 2. encourages parties to ensure sufficient allocation of resources when considering the budget of the legal affairs division of the secretariat for the bienni"
0.93,0.299,0.0,0.701,"the cancun agreements , in a timely manner , with a view to demonstrating progress made in the implementation of their mitigation pledges ; 106. encourages parties to promote the voluntary cancellation by pa rty and non -party stakeholders , without double counting , of units issued under the kyoto"
0.6486,0.114,0.0,0.886,"p economically , en vironmentally and socially viable project proposals in the high mitigation potential areas identified in this process ; 110. encourages the operating entities of the financial mechanism of the convention to engage in the technical expert meetings and to inform p articipants of th"
0.9403,0.289,0.0,0.711,"4 by the secretary -general of the united nations ; 117. welcomes the efforts of non -party stakeholders to scale up their climate actions , and encourages the registration of those actions in the non -state actor zone for climate action platform ; 3 118. encourages parties to work closely with non"
0.9371,0.301,0.0,0.699,"le up their climate actions , and encourages the registration of those actions in the non -state actor zone for climate action platform ; 3 118. encourages parties to work closely with non -party stakeholders to catalyse efforts to strengthen mitigation and adaptation action ; 119. also encourages n"
0.9559,0.371,0.0,0.629,. encourages parties to work closely with non -party stakeholders to catalyse efforts to strengthen mitigation and adaptation action ; 119. also encourages non-party stakeholders to increase their engagement in the processes referred to in paragraph 109 above and paragraph 124 below ; 120. agrees to
0.6808,0.118,0.0,0.882,"ptation finance as contai ned in the workplan of the adaptation committee referred to in paragraph 2 above ; 8. recalls decision 4/cp.20 , which encourages parties to nominate experts to the adaptation committee with a diversity of experience and knowledge relevant to adaptation to clim ate change ,"
0.8074,0.165,0.0,0.835,"ional adaptation plans ; 3 2. welcomes the submission by burkina faso and cameroon of their national adaptation plans through nap central ,4 and encourages other parties to forward relevant outputs and outcomes related to the process to formulate and implement national adaptation plans to nap centra"
0.8779,0.236,0.0,0.764,"plans ; 7. also invites developed country parties to contribute to the l east developed countries fund and the special climate change fund ; 8. encourages united nations organizations , specialized , bilateral and multilateral agencies and other relevant organizations to continue their efforts to c"
0.6908,0.128,0.0,0.872,"; 5 five national , three regional , nine international and three private entities . 6 decision 3/ cp.17 , annex . fccc/cp/2015/10/add.2 12 24. encourages the board of the green climate fund to consider the mobilization of private sector finance to progress the green climate fund ’ s forestry -rela"
0.8126,0.167,0.0,0.833,"nt mitigation and adaptation approaches for the integral and sustainable management of forests , as appropriate , in its funding decisions ; 26. encourages the board of the green climate fund to improve complementari ty and coherence with other institutions , per paragraphs 33 and 34 of the governin"
0.6808,0.131,0.0,0.869,"ivities referred to in paragraph 2 above , also taking into account decision 9/cp.19 , paragraph 8 , and decision 16/cp.21 , as appropriate ; 4. encourages additional voluntary financial contributions to provide support for the national adaptation plan process through contributions to the least deve"
0.4404,0.077,0.0,0.923,ment facility document gef/a.5/07/rev.01 . available at < http : //www.thegef.org/gef/gef_documents_publications > . fccc/cp/2015/10/add.2 14 7. encourages the global environment facility to include the conclusions of the review referred to in paragraph 6 above in its report to the conference of the
0.9274,0.297,0.0,0.703,"of the expanded network of agencies ; 10. welcomes the exploration of innovative non -grant instruments by the global environment facility , and encourages the global environment f acility to work with its agencies , recipient countries and the private sector to submit proposals ; 11. also welcomes"
0.9136,0.27,0.0,0.73,"the global environment facility to support 46 developing country parties in preparing their intended nationally det ermined contributions ,4 and encourages the global environment facility to continue providing such support ; 12. requests the global environment facility to consider how to support dev"
0.7906,0.157,0.0,0.843,capacity of recipient countries ; 14. welcomes the efforts to date of the global environment facility to engage with the green climate fund and encourages both entities to further articulate and build on the complementarity of their policies and programmes within the financial mechanism of the conv
0.4404,0.062,0.0,0.938,"e information gaps in relation to the areas covered within the scope of the 2013 –2015 review as set out in decision 1/cp.18 , paragraph 79 ; 8. encourages the scientific community to address information and research gaps identified duri ng the structured expert dialogue , including scenarios that l"
0.765,0.167,0.0,0.833,"zations to submit their views on the comprehensive review by 9 march 20161 for compilation by the secretariat into a miscellaneous document ; 5. encourages parties to continue to provide information through the appropriate channels , including annual submissions on the implementation of the capacity"
0.8176,0.159,0.0,0.841,"ion ( may 2016 ) on the basis of the terms of reference contained in the annex , with a view to the review being completed by november 2016 ; 2. encourages united nations organizatio ns , in particular the members of the united nations alliance on climate change education , training and public aware"
0.7717,0.172,0.0,0.828,"eferred to in parag raph 1 above , taking into account decision 12/cp.17 , paragraphs 1 and 3 , and decision 9/cp.19 , paragraph 4 ; 5. strongly encourages developing country parties , when providing the summary of information referred to in paragraph 1 above , to include the follow ing elements , w"
0.91,0.262,0.0,0.738,"5/10/add.3 14 ( d ) information on how each of the safeguards has been addressed and respected , in accordan ce with national circumstances ; 6. encourages developing country parties to provide any other relevant information on the safeguards in the summary of information referred to in paragraph 1"
0.9118,0.254,0.0,0.746,"try parties to provide any other relevant information on the safeguards in the summary of information referred to in paragraph 1 above ; 7. also encourages developing country parties to improve the information provided in the summary of information referred to in paragraph 1 above , taking into acco"
0.8979,0.249,0.0,0.751,"ility of those activities , may provide information addressing , inter alia , the nature , scale and importance of the non -carbon benefits ; 3. encourages developing country parties to share the information referred to in paragraph 2 above via the web platform on the unfccc website ; 1 4. invites i"
0.5423,0.097,0.0,0.903,"s appropriate , in its meetings ; 8. decides that the membership of the least developed countries exper t group should remain at 13 members ; 9. encourages the least developed countries expert group to invite representatives of regional centres or networks to its meetings as observers , as appropria"
0.6249,0.13,0.0,0.87,"eloped countries expert group to invite representatives of regional centres or networks to its meetings as observers , as appropriate ; 10. also encourages the least developed countries expert group to invite relevant regional centres to nominate one focal point each for the least developed countrie"
-0.1245,0.115,0.146,0.739,"effects of cli mate change in particularly vulnerable developing countries , vulnerable populations and the ecosystems that they depend on ; 9. encourages parties to incorporate or continue to incorporate the consideration of extreme events and slow onset events , non -economic losses , displacemen"
0.891,0.229,0.0,0.771,l resources and the estimated budgetary implications of the activities to be undertaken by the secretariat pur suant to decision 1/cp.21 ; 7 15. encourages parties to make available sufficient resources for the successful and timely implementation of the three -year workplan of the adaptation commit
0.9032,0.233,0.0,0.767,"y cleared by the global environment facility but , as at 10 november 2016 , were awaiting funding under the least developed countries fund ; 10. encourages developed country parties to contribute to the least developed countries fund and the special climate change fund and invites additional volunta"
0.7096,0.147,0.0,0.853,"mphasizing the continued challenges that developing countries face in this regard , in particular those w ith capacity constraints , and further encourages parties and relevant institutions to continue working in this regard in order to enhance access to finance from a wide variety of sources , publ"
0.891,0.254,0.0,0.746,"that have been approved by the board , including the conclusion of pending accreditation master agreements and funded activity agreements ; 11. encourages the board to implement its decision b.04/08 to develop modalities to support a ctivities enabling private sector involvement in the least develo"
0.802,0.181,0.0,0.819,luntary contributions to the capacity -building initiative for transparency and the signing of the first contribution agreement by a country and encourages others that have pledged to make voluntar y contributions to finalize their contribution agreements ; 9. requests the global environment facilit
0.8519,0.206,0.042,0.752,"nto consideration climate risks in all its programmes and operations , as appropriate , keeping in mind lessons learned and best practices ; 13. encourages the global environment facility to continue its efforts to encourage countries to align , as appropriate , their global environment facility pro"
0.4404,0.068,0.0,0.932,"us on identifying potential funding sources , both national and international , and enhancing long -term domestic institutional capacities ; 16. encourages the global environment facility to continue to track , review and report on the sustainability of projec t outcomes from the least developed cou"
0.9274,0.267,0.0,0.733,"opriate , in the context of national climate strategies and plans ; 19. welcomes the successful roll -out of the non -grant instrument pilot and encourages further expansion of the pilot with a view to increasing the leverage and impact of global environment facility financing ; 20. invites parties"
0.5423,0.084,0.0,0.916,"gy executive committee and the climate technology centre and network , and its invitation to the chairs of those bodies to its 14th meeting ; 3. encourages the board of the green climate fund to continue to invite the ch airs of the technology executive committee and the advisory board of the climat"
0.4404,0.086,0.0,0.914,"fund board decision b.14/02 . available at < http : //www.greenclimate.fund/boardroom/board -meetings/documents > . fccc/cp/2016/10/add . 2 4 8. encourages the technology executive committee , the climate technology centre and network and the operating entities of the financial mechanism to enhance"
0.7269,0.135,0.0,0.865,"e convention and relevant stakeholders , enabling the bodies of the technology mechanism to successfully implement their activities in 2016 ; 4. encourages the technology executive committee and the climate technology centre and network to continue collaborating in order to enhance coherence and syn"
0.4404,0.062,0.0,0.938,hnology centre and network to continue collaborating in order to enhance coherence and synergy in the work of the technology mechanism ; 5. also encourages the technology executive committee and the advisor y board of the climate technology centre and network to continue updating the procedures2 for
0.8271,0.186,0.0,0.814,"quest , to implement technology action plans , including through the request incubator programme for the least developed country parties ; 5 12. encourages the global environment facility an d the climate technology centre to enhance their collaboration with respect to exploring new ways of supporti"
0.7269,0.127,0.0,0.873,"upport programme and the project preparation facility of the fund in order to respond to country -driven requests for technical assistance ; 16. encourages the advancement of the en gagement referred to in paragraph 15 above , including through the strengthening of collaboration between national des"
0.8555,0.251,0.0,0.749,"training , public awareness , public participation and public access to information , as well as international cooperation on these matters ; 2. encourages parties to cont inue to promote the systematic integration of gender - sensitive and participatory education , training , public awareness , pub"
0.7096,0.174,0.046,0.781,tion of their nationally determined contributions and the formulation of long -term low greenhouse gas emission development strategies ; 3. also encourages parties to foster the participation of r elevant stakeholders in all mitigation and adaptation activities implemented under the convention ; 4.
0.6808,0.131,0.0,0.869,"e and ministries with responsibilities for educati on , training , public awareness and international cooperation ; fccc/cp/2016/ 10/add.2 11 6. encourages parties to submit information as part of their national communications , and where possible in other reporting under the convention , on their a"
0.8074,0.159,0.0,0.841,"conference of the parties serving as the meeting of the parties to the kyoto protocol , to organize an education day during those sessions ; 9. encourages the p residencies of subsequent session s to hold similar thematic events related to article 6 of the convention to that referred to in paragrap"
0.3818,0.101,0.049,0.85,"rly early warning systems , including the relationship of the essential climate variables to the earth ’ s water , carbon and energy cycles ; 6. encourages partie s to work towards the full implementation of the implementation plan and to consider what actions they can take to contribute towards its"
0.6808,0.141,0.0,0.859,< http : //www.unfccc.int/5900 > . submissions from observers are available at < http : //www.unfccc.int/7478 > . fccc/cp/2016/ 10/add.2 19 16. encourages parties and the secretariat to take into considera tion a gender perspective in the organization of the technical expert meetings on mitigation
0.875,0.229,0.0,0.771,"invites parties to appoint and provide support for a national gender focal point for climate negotiations , implementation and monitoring ; 23. encourages parties , when reporting on their climate policies under the unfccc process , to include information on how they are integrating gender consider"
0.7906,0.16,0.0,0.84,"imate policies under the unfccc process , to include information on how they are integrating gender considerations into such policies ; 24. also encourages parties to integrate local and traditional knowledge in the formulation of climate policy and to recognize the value of the participation of gra"
0.8885,0.219,0.0,0.781,sixth assessment report of the intergovernmental panel on climate change and the implementation of the convention and the paris agreement ; 29. encourages parties to continue to support the work of the intergovernmental panel on climate change ; v. talanoa dialogue 30. recalls its decision10 to con
0.5859,0.105,0.0,0.895,"chnological advice , on which summary reports , which could be of a technical nature , would be prepared by the facilitative working group ; 20. encourages the facilitative working group to collaborate with other bodies under and outside the convention , as appropriate , aiming at enhancing the cohe"
0.7964,0.136,0.0,0.864,"iew of climate finance flows of the standing committee on finance,3 in particular the summary and recommendations as contained in the annex ; 4. encourages the standing committee on finance to take into account the best available science in future biennial assessment s and ov erviews of climate fina"
0.7184,0.132,0.024,0.844,"he available information relevant to article 2 , paragraph 1 ( c ) , of the paris agreement , including its reference to article 9 thereof ; 11. encourages the stand ing committee on finance to provide input to the technical paper of the executive committee of the warsaw international mechanism for"
0.8689,0.213,0.0,0.787,"ther relevant bodies under the convention . 3. the cop welcomed the summary and recommendations by the scf on the 2016 ba , which , inter alia , encourages parties and relevant international institutions to enhance the availability of information that will be necessary for tracking global progress o"
0.765,0.15,0.0,0.85,"ng to conclude the process in october 2019 ; 7. takes note of the independent evaluations of the readiness and preparatory support programme and encourages the board to address the re commendations contained therein , in accordance with paragraph 59 of the governing instrument , with a view to impro"
0.8074,0.175,0.0,0.825,"pation of additional national and regional entities , as appropriate ; 15. welcomes the establishment of the private sector advisory group ; 16. encourages a balanced composition of the private sector adv isory group in terms of gender and geographical coverage ; 17. welcomes the global environment"
0.891,0.221,0.0,0.779,green climate fund on ways to enhance the process of accessing support for the formulation and implementation of national adaptation plans5 and encourages its continuation ; 15. notes with appreciation the work of relevant org anizations in providing technical support to countries on the process to
0.3818,0.115,0.082,0.802,"ate , on the analysis of climate data and the development and application of climate change scenarios in vulnerability and risk assessment ; 22. encourages relevant organizations to continue coordinating support related to the process to formulate and implement national adaptation plans and to conti"
0.6808,0.118,0.0,0.882,t led and participated in the technical expert meetings on adaptation or organized regional technical expert meetings on adaptation in 2018 ; 5. encourages parties and organizations to build on the outcomes of the regional technical expert meetings held in 2018 when planning and implementing adaptat
0.6808,0.128,0.0,0.872,"ing processes , including national adaptation plans a nd the implementation of adaptation action , taking into account available guidance ; 5 8. encourages parties to apply a participatory approach to adaptation planning and implementation so as to make use of stakeholder input , including from the"
0.5719,0.123,0.042,0.835,"peoples , local communities , migrants , children and youth , persons with disabilities and people in vulnerable situations in general ; 9. also encourages parties to take an iterative approach to adaptation planning , implementation and in vestment , with the long -term goal of transformational cha"
0.9325,0.314,0.0,0.686,"is flexible , robust and not maladaptive and to allow for the integration , at least periodically , of the best available science ; 10. further encourages parties to take into consideration and utilize , as appropriate , various approaches to adaptation planning , including community -based adaptat"
0.8555,0.194,0.0,0.806,l resources and the estimated budge tary implications of the activities to be undertaken by the secretariat pursuant to decision 1/cp.21 ; 6 16. encourages parties to make available sufficient resources for the adaptation committee ’ s successful and timely implementation of its workplan for 2019 –2
0.4404,0.066,0.0,0.934,"te of the task force on displacement in accordance with terms of reference to be elaborated by the executive committee a t its next meeting ; 5. encourages the executive committee : ( a ) to seek ways to continue enhancing its responsiveness , effectiveness and performance in implementing activities"
0.8176,0.219,0.081,0.7,ease its consideration of groups vulnerable to the adverse impacts of climate change when implementing its five -year rolling workplan ; 6. also encourages parties and invites relevant organizations to make avail able sufficient resources for the successful and timely implementation of the five -yea
0.6705,0.121,0.0,0.879,"f the technology mechanism ; 2. notes the collaboration of the technology executive committee and the climate technology centre and network ; 3. encourages the technology executive committee and the climate technolo gy centre and network to enhance their collaboration , including to ensure the coher"
0.7597,0.192,0.0,0.808,". notes the challenges and lessons learned as reported by the technology executive committee and the climate technology centre and network , and encourages them to further improve the reporting on this matter in their future joint annual reports , including on their efforts to address the challenges"
0.5106,0.104,0.0,0.896,"on and collaborative research , development and demonstration , including the promotion of clima te technology incubators and accelerators , and encourages their continued and enhanced collaboration ; 6. takes note of the collaboration of the technology executive committee and the climate technology"
0.7027,0.137,0.0,0.863,"ology executive committee and the climate technology centre and network on the monitoring and evaluation of the impact of their activities , and encourages them to continue reporting on this matter and to include information on tracking of progress and on methodologies used ; i. activities and perfo"
0.7506,0.221,0.086,0.693,"with appreciation the efforts of the climate technology centre and network to mobilize additional resources for implementing its functions , and encourages the continuation of those efforts ; 12. encourages the climate technology centre and network to enhance its engagement with the green climate fu"
0.9169,0.258,0.0,0.742,"logy centre and network to mobilize additional resources for implementing its functions , and encourages the continuation of those efforts ; 12. encourages the climate technology centre and network to enhance its engagement with the green climate fund with respect to utiliz ing the readiness and pre"
0.9423,0.302,0.0,0.698,"he green climate fund with respect to utiliz ing the readiness and preparatory support programme and the project preparation facility ; 13. also encourages the enhanced engagement of the climate technology centre and network with the green climate fund , including through the strengthening of the co"
0.4404,0.069,0.0,0.931,"e c limate technology centre and network are directly related to recommendations and priorities identified in technology needs assessments , and encourages the climate technology centre and network to continue to prioritize the implementation of the outcome of the technology needs assessments ; 16."
0.9337,0.292,0.0,0.708,"nt and transfer and the nation al designated authorities of the green climate fund as well as the global environment facility focal points , and encourages enhanced coordination in this area ; 3. welcomes with appreciation the increased engagement between the climate technology centre and ne twork a"
0.9246,0.275,0.0,0.725,"in their respective mandates , and the private sector , as appropriate ; 5. requests the least developed countries expert group to support , and encourages other relevant bodies and programmes under and outside the convention and the paris agreement , including united nations entities , to assist wi"
0.9217,0.272,0.028,0.7,"22 as host government of the secretariat ; 9. requests the executive secretary to take further measures to recover outstanding contributions and encourages parties to pay those outstanding contributions as soon as possible ; 1 decision 15/cp.1 , annex i . 2 fccc/sbi/2018/16 and add.1 and 2 , fccc/sb"
0.9349,0.266,0.0,0.734,"al panel on climate change and the scientific community for providing the 2019 s pecial reports,1 which reflect the best available science , and encourages parties to continue to support the work of the intergovernmental pane l on climate change ; 7. invites parties to make use of the information co"
0.8555,0.206,0.0,0.794,"lima work programme on gender and its gender action plan , which promotes gender equality and women ’ s empowerment in the unfccc process , and encourages parties to advance its implementation ; 18. acknowledges that the stocktakes in 2018 and 20193 helped to highlight and enhance the understanding"
0.9001,0.26,0.0,0.74,"nder perspective into constituted body processes,3 which indicates that an increasing number of constituted bodies are reporting on gender , and encourages constituted bodies to continue strengthening their efforts in this area ; 4. encourages parties to enhance their efforts to advance the implemen"
0.9081,0.251,0.0,0.749,"mber of constituted bodies are reporting on gender , and encourages constituted bodies to continue strengthening their efforts in this area ; 4. encourages parties to enhance their efforts to advance the implementation of the decisions referred to in the preamble ; 5. adopts the enhanced five -year"
0.8074,0.168,0.0,0.832,"of the activities contained in the gender action plan at the fifty -sixth session of the subsidiary body for implementation ( june 2022 ) ; 11. encourages parties to appoint and provide support for a national gender and climate change focal point for climate negotiations , implementation and monito"
0.8807,0.228,0.0,0.772,"lated action under the convention and the paris agreement , including in relation to the unfccc gender action plan ; fccc/cp/2019/13/add.1 8 17. encourages parties and relevant organizations to participate and engage in the implementation of the gender -related activities within the gender action pl"
0.0258,0.105,0.104,0.791,"o the technical paper on the elaboration of the sou rces of and modalities for accessing financial support for addressing loss and damage ; 5 9. encourages the standi ng committee on finance to present , to the extent possible , disaggregated information in relation to , inter alia , mapping data av"
0.8481,0.219,0.0,0.781,"te finance flows ; 11. takes note of the strategic outreach plan7 of the standing committee on finance on enhancing stakeholder engagement ; 12. encourages the standing committee on finance , in implementing its strategic outreach plan , to build on existing efforts to reach out to developing countr"
0.4404,0.062,0.0,0.938,to the work of the standing committee on finance for its consideration in preparing elements of draft guidance for the operating entities ; 14. encourages the standing committee on finance to c ontinue to enhance its efforts towards ensu ring gender -responsiveness in implementing its workplan ; 15
0.8126,0.17,0.0,0.83,ge of us d 9.66 billion and a notional credit of us d 118.47 million that may be earned in the event all contributors make early encashment ; 4. encourages further pledges and contributions towards the first formal replenishment perio d ; 3 5. also encourages contributing countries to confirm their
0.8,0.181,0.0,0.819,contributors make early encashment ; 4. encourages further pledges and contributions towards the first formal replenishment perio d ; 3 5. also encourages contributing countries to confirm their pledges to the green climate fund in the form of fully executed contribution agreements or arrangements
0.8807,0.196,0.0,0.804,editation framework as soon as possible so as not to disrupt the project and programme approval cycle during the first formal replenishment ; 8. encourages the board of the green climate fund to continue its efforts to ensure that the green climate fund enj oys privileges and imm unities ; 9. takes
0.8481,0.212,0.0,0.788,actions in accordance with the priorities and needs outlined in their adaptation communication and/or nationally determined contributions ; 19. encourages the green climat e fund to continue to enhance its support for adaptation and requests the green climate fund to : ( a ) swiftly conclude its wo
0.8074,0.165,0.0,0.835,"on,8 and the contribution made by switzerland to the special climate change fund during the reporting per iod amounting to usd 3.3 million , and encourages additional voluntary financial contributions to these funds to provide support for adapt ation ; 4. invites the global environment facility to c"
0.7096,0.144,0.0,0.856,", including the system for transparent allocation of resources country allocation , in its future reports to the conference of the parties ; 6. encourages the global environment facility , as part of the overall performance study of its seventh replenishment , to analyse any challenges fa ced and l"
0.802,0.154,0.0,0.846,"y on co -financing of the global environment facility and to report back to the conference of the parties on the outcomes of the study ; 7. also encourages the global environment facility , in collaboration with the global environment facility coun try focal points , to promote the use of technology"
0.7003,0.119,0.0,0.881,"logy executive committee and the climate technology centre and network to developing and enhancing their monitoring and evaluation systems , and encourages them to use these systems to improve reporting on the outputs and impacts of their work and facilitate the achievement thereof ; 4. invites the"
0.6808,0.12,0.0,0.88,n of the technology executive committee and the climate technology centre and network with the operating entities of the financial mechanism and encourages their continued and enhanced co llaboration ; i. activities and performance of the technology executive committee in 2019 6. welcomes the rollin
0.6932,0.141,0.0,0.859,"that the technology executive committee adopted an approach to integrating gender considerations into its rolling workplan for 2019 –2022 , and encourages the technology e xecutive committee to continue its efforts in this regard and report on this matter ; 4 9. welcomes the collaboration of the te"
0.8555,0.202,0.0,0.798,"ing its services ; 16. also welcomes the progress of the climate technology centre and network in collaborating w ith the green climate fund and encourages the climate technology centre and network to continue this collaboration , including under the green climate fund readiness and prepar atory sup"
0.7906,0.178,0.0,0.822,d updating technology need s assessments and technology action plans to support implementation of nationally determined contributions ; 17. also encourages the climate technology centre and network to contin ue implementing plans and actions in response to the recommendations from the ind ependent r
0.4404,0.068,0.0,0.932,ts of the climate technology centre and network in mains treaming gender consideration in its operations and technical assistance activities and encourages the climate technology centre and network to continue these efforts and to report thereon ; 5 available at https : //www.ctc -n.org/sites/www.ct
